year,geo_name,geo,mean_commute_minutes
2015,"Jersey County","05000US17083",28.2294
2015,"Newaygo County","05000US26123",28.2233
2015,"Morgan County","05000US18109",28.2203
2015,"Cobb County, GA","05000US13067",28.2176
2014,"Charlton County","05000US13049",28.2137
2013,"Randolph County","05000US05121",28.2115
2014,"McCreary County","05000US21147",28.2097
2015,"Lincoln County","05000US37109",28.2094
2015,"Ozark County","05000US29153",28.2071
2015,"Tooele County","05000US49045",28.2053
2014,"Harrison County","05000US18061",28.2039
2014,"Schoharie County","05000US36095",28.2013
2014,"Twiggs County","05000US13289",28.1927
2014,"Tyler County","05000US54095",28.189
2013,"Morgan County","05000US18109",28.189
2013,"Noble County","05000US39121",28.1866
2015,"Gloucester County, NJ","05000US34015",28.1837
2014,"Lincoln County","05000US37109",28.1827
2015,"Pope County","05000US17151",28.1825
2014,"Scott County","05000US51169",28.1817
2015,"Monroe County","05000US17133",28.1816
2014,"Lunenburg County","05000US51111",28.1795
2013,"Lincoln County","05000US37109",28.1763
2014,"Monroe County","05000US17133",28.1762
2013,"Pender County","05000US37141",28.1695
2013,"Overton County","05000US47133",28.169
2014,"Bullock County","05000US01011",28.1654
2015,"Perry County","05000US28111",28.1589
2014,"Lincoln County","05000US40081",28.1553
2015,"Breckinridge County","05000US21027",28.1548
2013,"Warren County","05000US37185",28.1497
2015,"Rockingham County, NH","05000US33015",28.149
2015,"Brunswick County","05000US51025",28.1429
2013,"San Joaquin County, CA","05000US06077",28.1426
2015,"Catahoula Parish","05000US22025",28.1424
2014,"Brazoria County, TX","05000US48039",28.139
2014,"Maury County","05000US47119",28.1351
2014,"Clay County","05000US13061",28.135
2015,"Pike County","05000US39131",28.1321
2014,"Fannin County","05000US48147",28.1268
2013,"McCormick County","05000US45065",28.122
2013,"Lee County","05000US45061",28.1209
2013,"Leslie County","05000US21131",28.1206
2014,"Miami-Dade County, FL","05000US12086",28.1158
2015,"Clarendon County","05000US45027",28.1144
2014,"Osage County","05000US20139",28.1044
2014,"Los Angeles County, CA","05000US06037",28.1016
2015,"Tyler County","05000US54095",28.1015
2013,"Lewis County","05000US47101",28.0984
2013,"Ascension Parish, LA","05000US22005",28.0961
2015,"Sabine County","05000US48403",28.0874
2013,"Gladwin County","05000US26051",28.0857
2015,"Pendleton County","05000US54071",28.084
2013,"Starke County","05000US18149",28.0823
2013,"Vermilion Parish","05000US22113",28.0819
2014,"Baltimore County, MD","05000US24005",28.081
2013,"Lunenburg County","05000US51111",28.0794
2014,"Spalding County","05000US13255",28.0764
2014,"Webster County","05000US28155",28.0762
2013,"Marion County","05000US48315",28.0742
2013,"St. Mary's County, MD","05000US24037",28.0682
2015,"Baltimore County, MD","05000US24005",28.0677
2013,"Cayey Municipio","05000US72035",28.0666
2015,"Lincoln County","05000US40081",28.0651
2013,"Cecil County, MD","05000US24015",28.0649
2013,"Brazoria County, TX","05000US48039",28.0633
2013,"Adjuntas Municipio","05000US72001",28.0615
2013,"Amador County","05000US06005",28.0604
2015,"Nassau County","05000US12089",28.0518
2015,"Kemper County","05000US28069",28.0511
2014,"Mille Lacs County","05000US27095",28.0482
2014,"Bienville Parish","05000US22013",28.0482
2013,"Green County","05000US21087",28.0476
2015,"Warren County","05000US37185",28.0468
2015,"Glascock County","05000US13125",28.0407
2013,"Marshall County","05000US47117",28.037
2015,"Webster County","05000US29225",28.0366
2014,"Attala County","05000US28007",28.0353
2015,"Gadsden County","05000US12039",28.0297
2013,"Juniata County","05000US42067",28.0232
2015,"Coosa County","05000US01037",28.0213
2015,"Forsyth County, GA","05000US13117",28.0183
2013,"Brunswick County","05000US51025",28.0177
2014,"Hancock County","05000US28045",28.0155
2013,"Greene County","05000US51079",28.0151
2013,"Mariposa County","05000US06043",28.014
2015,"Red River Parish","05000US22081",28.012
2013,"Bryan County","05000US13029",28.0051
2015,"Comal County, TX","05000US48091",28.0041
2015,"Grayson County","05000US51077",28.004
2013,"Grundy County","05000US17063",28.0039
2013,"Henderson County","05000US48213",28.0037
2013,"Bosque County","05000US48035",28.0033
2015,"Valencia County","05000US35061",27.9985
2014,"Apache County","05000US04001",27.998
2015,"Bosque County","05000US48035",27.9921
2013,"Johnson County","05000US13167",27.9918
2014,"St. Mary's County, MD","05000US24037",27.9895
2014,"Chowan County","05000US37041",27.9885
2015,"Cataño Municipio","05000US72033",27.987
2013,"Liberty County","05000US12077",27.9864
2015,"Spalding County","05000US13255",27.9844
2014,"Johnston County, NC","05000US37101",27.9844
2014,"Kane County, IL","05000US17089",27.9842
2013,"Snohomish County, WA","05000US53061",27.984
2013,"Valencia County","05000US35061",27.9822
2014,"Newaygo County","05000US26123",27.9803
2013,"Screven County","05000US13251",27.9749
2013,"Goochland County","05000US51075",27.9741
2013,"Yuba County","05000US06115",27.974
2014,"Juniata County","05000US42067",27.9712
2015,"Owen County","05000US21187",27.9707
2014,"Elmore County","05000US01051",27.97
2013,"Suffolk County, MA","05000US25025",27.961
2014,"Marshall County","05000US47117",27.9586
2013,"Schoharie County","05000US36095",27.958
2013,"Twiggs County","05000US13289",27.9561
2014,"Bates County","05000US29013",27.9534
2014,"Fayette County, GA","05000US13113",27.9527
2013,"Kane County, IL","05000US17089",27.9507
2013,"Lincoln County","05000US40081",27.9464
2013,"Polk County","05000US47139",27.9435
2014,"Wayne County","05000US47181",27.9401
2013,"Crawford County","05000US13079",27.9392
2013,"Saluda County","05000US45081",27.9369
2013,"Hunt County","05000US48231",27.9289
2015,"Marquette County","05000US55077",27.9277
2014,"Burleson County","05000US48051",27.9262
2015,"Dinwiddie County","05000US51053",27.9253
2013,"Nottoway County","05000US51135",27.9253
2013,"Ellis County, TX","05000US48139",27.9158
2014,"Banks County","05000US13011",27.9098
2013,"Perry County","05000US47135",27.9059
2014,"Kemper County","05000US28069",27.9057
2015,"Elmore County","05000US01051",27.9023
2013,"Banks County","05000US13011",27.9022
2015,"Stewart County","05000US13259",27.8999
2014,"Wayne County","05000US28153",27.8954
2015,"Perry County","05000US47135",27.8933
2015,"Atascosa County","05000US48013",27.891
2014,"Hunt County","05000US48231",27.8892
2014,"Kitsap County, WA","05000US53035",27.889
2015,"Huntingdon County","05000US42061",27.8876
2013,"Russell County","05000US51167",27.8858
2015,"Lake County, IL","05000US17097",27.8844
2014,"Washington County","05000US12133",27.8838
2015,"Clay County","05000US21051",27.8833
2013,"Nassau County","05000US12089",27.8832
2015,"Jasper County","05000US28061",27.8812
2015,"Jackson County","05000US21109",27.8761
2013,"Allen Parish","05000US22003",27.8721
2015,"Fannin County","05000US48147",27.8692
2015,"Scott County","05000US47151",27.8664
2015,"Lawrence County","05000US01079",27.866
2014,"Burlington County, NJ","05000US34005",27.8653
2014,"Appomattox County","05000US51011",27.8558
2014,"Pierce County, WA","05000US53053",27.8552
2014,"Alameda County, CA","05000US06001",27.854
2014,"Hendry County","05000US12051",27.8535
2015,"Harnett County, NC","05000US37085",27.8529
2015,"Sharp County","05000US05135",27.8507
2013,"Solano County, CA","05000US06095",27.8485
2015,"Burlington County, NJ","05000US34005",27.8445
2013,"Williamsburg County","05000US45089",27.8397
2015,"Fayette County","05000US01057",27.8386
2014,"Gloucester County, NJ","05000US34015",27.8382
2014,"Lander County","05000US32015",27.8366
2013,"Baltimore County, MD","05000US24005",27.8364
2014,"Cobb County, GA","05000US13067",27.8359
2014,"Cecil County, MD","05000US24015",27.8339
2014,"Coosa County","05000US01037",27.8327
2015,"Polk County","05000US55095",27.828
2015,"Hendry County","05000US12051",27.8263
2015,"Kitsap County, WA","05000US53035",27.8218
2015,"Crawford County","05000US13079",27.8211
2015,"Middlesex County, MA","05000US25017",27.8198
2015,"Taylor County","05000US13269",27.8189
2013,"Acadia Parish","05000US22001",27.8132
2013,"Los Angeles County, CA","05000US06037",27.8122
2015,"Armstrong County","05000US42005",27.8035
2013,"Jersey County","05000US17083",27.8031
2013,"Pine County","05000US27115",27.8022
2014,"Winston County","05000US28159",27.8021
2013,"Lake County, IL","05000US17097",27.7979
2014,"St. Clair County, MI","05000US26147",27.7977
2013,"Miami-Dade County, FL","05000US12086",27.7964
2015,"Boone County","05000US17007",27.7904
2014,"Madison County","05000US12079",27.7842
2014,"Lewis County","05000US47101",27.7798
2015,"Robertson County","05000US47147",27.7792
2014,"Cleveland County","05000US05025",27.7792
2014,"Bosque County","05000US48035",27.776
2015,"Cocke County","05000US47029",27.7735
2014,"Hernando County, FL","05000US12053",27.7705
2015,"Lincoln County","05000US56023",27.7674
2013,"Isle of Wight County","05000US51093",27.7673
2013,"Kitsap County, WA","05000US53035",27.7613
2014,"Comal County, TX","05000US48091",27.761
2014,"Sandoval County, NM","05000US35043",27.7558
2014,"Russell County","05000US51167",27.7551
2015,"Calhoun County","05000US12013",27.7547
2014,"Jasper County","05000US48241",27.7544
2014,"Rockingham County, NH","05000US33015",27.7512
2014,"Acadia Parish","05000US22001",27.7459
2015,"Vermilion Parish","05000US22113",27.7444
2014,"Lincoln County","05000US28085",27.7366
2015,"Sullivan County","05000US36105",27.7354
2015,"Isle of Wight County","05000US51093",27.7335
2014,"Nassau County","05000US12089",27.7236
2014,"Jefferson County","05000US20087",27.723
2015,"St. Clair County, MI","05000US26147",27.7208
2014,"Marquette County","05000US55077",27.7203
2015,"Clay County","05000US13061",27.7202
2013,"Lee County","05000US51105",27.7178
2015,"Fairfield County, CT","05000US09001",27.7175
2015,"Casey County","05000US21045",27.7157
2015,"Maries County","05000US29125",27.7156
2013,"Jackson County","05000US13157",27.713
2014,"Amador County","05000US06005",27.7071
2015,"Kane County, IL","05000US17089",27.7064
2014,"Overton County","05000US47133",27.7029
2014,"Levy County","05000US12075",27.7012
2015,"Amador County","05000US06005",27.6995
2013,"Taliaferro County","05000US13265",27.6923
2013,"Comal County, TX","05000US48091",27.6804
2013,"Tangipahoa Parish, LA","05000US22105",27.6784
2014,"Forsyth County, GA","05000US13117",27.6768
2013,"Shelby County, AL","05000US01117",27.6758
2013,"Glascock County","05000US13125",27.6743
2013,"Taylor County","05000US54091",27.674
2014,"Harrison County","05000US39067",27.6726
2013,"Madison County","05000US05087",27.6724
2014,"Marion County","05000US45067",27.6709
2014,"Lake County, IL","05000US17097",27.665
2013,"Gem County","05000US16045",27.6539
2015,"Taliaferro County","05000US13265",27.6538
2013,"Burleson County","05000US48051",27.6531
2015,"Hernando County, FL","05000US12053",27.6511
2013,"Patillas Municipio","05000US72109",27.6509
2013,"Maury County","05000US47119",27.6509
2015,"Barceloneta Municipio","05000US72017",27.6428
2013,"Carroll County, GA","05000US13045",27.6388
2014,"Polk County","05000US55095",27.6361
2015,"Lincoln County","05000US21137",27.6348
2014,"Clarendon County","05000US45027",27.6346
2013,"Meigs County","05000US39105",27.6274
2013,"Scott County","05000US51169",27.6267
2014,"Red River County","05000US48387",27.6258
2013,"Greene County","05000US17061",27.6247
2013,"Pierce County, WA","05000US53053",27.622
2015,"West Feliciana Parish","05000US22125",27.621
2015,"Bucks County, PA","05000US42017",27.6145
2015,"Union County, NC","05000US37179",27.614
2014,"Union County, NC","05000US37179",27.6139
2015,"Johnston County, NC","05000US37101",27.6125
2013,"Osage County","05000US20139",27.6028
2013,"Richmond County","05000US51159",27.6019
2014,"Tate County","05000US28137",27.5951
2014,"Morgan County","05000US18109",27.5949
2013,"Powell County","05000US21197",27.5929
2013,"Pulaski County","05000US17153",27.5916
2014,"Hays County, TX","05000US48209",27.5911
2015,"Lee County","05000US21129",27.591
2013,"Johnston County, NC","05000US37101",27.5909
2015,"Covington County","05000US28031",27.5904
2013,"Smith County","05000US28129",27.587
2013,"Ceiba Municipio","05000US72037",27.5869
2013,"Washington County","05000US12133",27.5868
2013,"Schley County","05000US13249",27.5865
2015,"Marshall County","05000US28093",27.5831
2013,"Gadsden County","05000US12039",27.5825
2014,"Livingston County","05000US21139",27.5819
2013,"Florida Municipio","05000US72054",27.5745
2014,"Pointe Coupee Parish","05000US22077",27.5522
2013,"Perry County","05000US17145",27.5488
2014,"Conecuh County","05000US01035",27.5476
2015,"Adams County, CO","05000US08001",27.5471
2015,"DuPage County, IL","05000US17043",27.5417
2015,"Hays County, TX","05000US48209",27.5398
2015,"Kershaw County","05000US45055",27.5382
2013,"Jefferson County","05000US20087",27.5379
2015,"Pickens County","05000US13227",27.5354
2014,"Shelby County, AL","05000US01117",27.5346
2014,"Taylor County","05000US54091",27.5324
2015,"Sandoval County, NM","05000US35043",27.5321
2015,"Wilson County, TN","05000US47189",27.5319
2013,"DuPage County, IL","05000US17043",27.5269
2014,"Pender County","05000US37141",27.5257
2014,"Isle of Wight County","05000US51093",27.5253
2014,"Breathitt County","05000US21025",27.5214
2014,"Armstrong County","05000US42005",27.517
2015,"Caldwell Parish","05000US22021",27.5135
2013,"Chester County","05000US47023",27.513
2014,"Henderson County","05000US48213",27.5126
2013,"Cocke County","05000US47029",27.5117
2013,"Newaygo County","05000US26123",27.5057
2014,"Boone County","05000US17007",27.5039
2013,"Putnam County","05000US18133",27.5034
2013,"Cobb County, GA","05000US13067",27.4984
2014,"DuPage County, IL","05000US17043",27.4947
2013,"Elmore County","05000US01051",27.4933
2013,"St. Martin Parish","05000US22099",27.4932
2013,"Appomattox County","05000US51011",27.4929
2013,"Choctaw County","05000US28019",27.4923
2015,"Oglethorpe County","05000US13221",27.4873
2013,"Miami County","05000US20121",27.485
2014,"Grundy County","05000US17063",27.4793
2014,"Ceiba Municipio","05000US72037",27.478
2015,"Weston County","05000US56045",27.4747
2015,"Granville County","05000US37077",27.4733
2013,"Lawrence County","05000US01079",27.4697
2014,"Dinwiddie County","05000US51053",27.4644
2014,"Pickens County","05000US13227",27.4625
2014,"Calhoun County","05000US12013",27.4597
2013,"St. Clair County, MI","05000US26147",27.4593
2015,"Lincoln County","05000US47103",27.4583
2015,"Manatí Municipio","05000US72091",27.4502
2014,"Smith County","05000US47159",27.4493
2014,"Breckinridge County","05000US21027",27.4479
2013,"Van Buren County","05000US05141",27.4461
2013,"Taylor County","05000US13269",27.4407
2015,"Mille Lacs County","05000US27095",27.4346
2014,"Middlesex County, MA","05000US25017",27.4308
2014,"Adams County, CO","05000US08001",27.4244
2015,"Henderson County","05000US48213",27.4225
2013,"Crawford County","05000US29055",27.419
2013,"Gloucester County, NJ","05000US34015",27.4183
2014,"Lampasas County","05000US48281",27.4182
2015,"Baker County","05000US13007",27.4119
2013,"Clay County","05000US21051",27.41
2015,"Fleming County","05000US21069",27.4067
2013,"Harnett County, NC","05000US37085",27.403
2015,"Cecil County, MD","05000US24015",27.4019
2013,"Breckinridge County","05000US21027",27.4003
2015,"Grundy County","05000US47061",27.3991
2014,"Bartow County, GA","05000US13015",27.3988
2013,"Lake County","05000US08065",27.3986
2013,"Hays County, TX","05000US48209",27.3956
2015,"Nevada County","05000US05099",27.3948
2015,"Lee County","05000US51105",27.3946
2013,"Montgomery County","05000US29139",27.3925
2014,"Crenshaw County","05000US01041",27.3905
2014,"Polk County","05000US47139",27.3847
2013,"Suffolk city","05000US51800",27.3845
2014,"Miller County","05000US29131",27.3801
2013,"Forsyth County, GA","05000US13117",27.3801
2013,"Hardin County","05000US48199",27.3801
2015,"Essex County, MA","05000US25009",27.3791
2015,"Ellis County, TX","05000US48139",27.3778
2013,"Pleasants County","05000US54073",27.377
2014,"Torrance County","05000US35057",27.3719
2014,"Lincoln County","05000US21137",27.3717
2013,"Burlington County, NJ","05000US34005",27.3709
2014,"Carroll County, GA","05000US13045",27.3709
2015,"Arecibo Municipio","05000US72013",27.366
2013,"Boise County","05000US16015",27.3635
2013,"Polk County","05000US55095",27.3621
2013,"Clarendon County","05000US45027",27.3569
2014,"Greene County","05000US17061",27.3565
2015,"Jefferson County","05000US12065",27.3548
2015,"Long County","05000US13183",27.353
2013,"Union County, NC","05000US37179",27.3502
2014,"Carroll County","05000US28015",27.3484
2014,"Pike County","05000US39131",27.3472
2015,"Lee County","05000US45061",27.3468
2013,"Rockingham County, NH","05000US33015",27.3467
2014,"Ellis County, TX","05000US48139",27.3421
2014,"Adams County","05000US55001",27.3411
2014,"Quebradillas Municipio","05000US72115",27.3364
2013,"Lincoln County","05000US56023",27.3358
2014,"Franklin County","05000US01059",27.3335
2015,"Jasper County","05000US45053",27.3316
2015,"Adams County","05000US55001",27.3265
2015,"Calhoun County","05000US45017",27.3259
2015,"Torrance County","05000US35057",27.3246
2014,"Kershaw County","05000US45055",27.3239
2014,"Maries County","05000US29125",27.3164
2013,"Nicholas County","05000US54067",27.3121
2015,"Juniata County","05000US42067",27.31
2014,"Bucks County, PA","05000US42017",27.3072
2013,"Fairfield County","05000US45039",27.3039
2013,"Wayne County","05000US42127",27.3026
2013,"Wayne County","05000US47181",27.3025
2013,"Northumberland County","05000US51133",27.3023
2014,"Winston County","05000US01133",27.3017
2013,"Daviess County","05000US29061",27.3
2015,"Lake County, IN","05000US18089",27.2872
2013,"Marion County","05000US47115",27.2826
2015,"Lampasas County","05000US48281",27.2812
2014,"Harnett County, NC","05000US37085",27.2803
2013,"Adams County, CO","05000US08001",27.2783
2014,"Wilson County, TN","05000US47189",27.2779
2015,"St. John the Baptist Parish","05000US22095",27.2713
2013,"Bibb County","05000US01007",27.2696
2013,"Alameda County, CA","05000US06001",27.2688
2013,"Greene County","05000US01063",27.267
2013,"Wetzel County","05000US54103",27.2668
2015,"Lumpkin County","05000US13187",27.2581
2015,"Harris County, TX","05000US48201",27.2565
2014,"Yazoo County","05000US28163",27.2537
2013,"Pawnee County","05000US40117",27.2526
2013,"Rockcastle County","05000US21203",27.2517
2013,"Converse County","05000US56009",27.2497
2015,"Wood County","05000US48499",27.2467
2015,"Kendall County","05000US48259",27.2459
2014,"Schley County","05000US13249",27.2416
2014,"Kalkaska County","05000US26079",27.2389
2013,"Yadkin County","05000US37197",27.2362
2015,"Montgomery County","05000US05097",27.2301
2013,"Benton County","05000US29015",27.2292
2015,"Marion County","05000US47115",27.2283
2015,"Las Marías Municipio","05000US72083",27.2276
2015,"Falls Church city","05000US51610",27.2267
2013,"Jim Hogg County","05000US48247",27.2238
2013,"Moca Municipio","05000US72099",27.2231
2014,"Logan County","05000US40083",27.2198
2013,"Bartow County, GA","05000US13015",27.2185
2015,"Monroe County","05000US47123",27.2162
2014,"Chester County","05000US47023",27.2108
2014,"Manatí Municipio","05000US72091",27.2095
2015,"Acadia Parish","05000US22001",27.2093
2013,"Arecibo Municipio","05000US72013",27.2079
2015,"Honolulu County, HI","05000US15003",27.2068
2015,"Kalkaska County","05000US26079",27.2034
2013,"Tucker County","05000US54093",27.2014
2014,"Clinton County","05000US29049",27.1999
2015,"Quebradillas Municipio","05000US72115",27.1985
2014,"Jasper County","05000US45053",27.1984
2015,"Delaware County, PA","05000US42045",27.1975
2015,"Charlton County","05000US13049",27.1958
2013,"Spalding County","05000US13255",27.19
2013,"Lincoln County","05000US32017",27.1834
2015,"Smith County","05000US47159",27.1829
2013,"Goliad County","05000US48175",27.173
2014,"Covington County","05000US28031",27.172
2013,"Franklin County, MO","05000US29071",27.1685
2014,"Washington County, MD","05000US24043",27.163
2015,"Worcester County, MA","05000US25027",27.16
2015,"Dorchester County, SC","05000US45035",27.1587
2015,"Marin County, CA","05000US06041",27.1574
2014,"Glascock County","05000US13125",27.1529
2014,"Lawrence County","05000US01079",27.1527
2015,"Rutherford County, TN","05000US47149",27.1522
2015,"Miami County","05000US20121",27.1516
2013,"Breathitt County","05000US21025",27.15
2013,"Putnam County","05000US13237",27.1451
2015,"St. Martin Parish","05000US22099",27.1431
2013,"Hatillo Municipio","05000US72065",27.1412
2014,"Franklin County, MO","05000US29071",27.1359
2015,"Yazoo County","05000US28163",27.1335
2014,"Abbeville County","05000US45001",27.1306
2015,"Russell County","05000US51167",27.13
2015,"Hancock County","05000US13141",27.1297
2015,"Barnwell County","05000US45011",27.1296
2013,"Conecuh County","05000US01035",27.1281
2014,"Jack County","05000US48237",27.1277
2015,"Green County","05000US21087",27.1268
2015,"Marion County","05000US48315",27.1226
2013,"Camden County, NJ","05000US34007",27.1209
2015,"San Sebastián Municipio","05000US72131",27.1169
2014,"Fairfield County, CT","05000US09001",27.1161
2015,"Franklin County, MO","05000US29071",27.1113
2013,"De Soto Parish","05000US22031",27.1069
2013,"Wilson County, TN","05000US47189",27.1038
2013,"West Feliciana Parish","05000US22125",27.0991
2014,"Huntingdon County","05000US42061",27.0985
2014,"Randolph County","05000US05121",27.0932
2013,"Torrance County","05000US35057",27.0924
2015,"Shelby County, AL","05000US01117",27.0894
2014,"Maunabo Municipio","05000US72095",27.0879
2014,"Lake County, IN","05000US18089",27.0853
2014,"Suffolk city","05000US51800",27.0807
2014,"Allen Parish","05000US22003",27.0777
2015,"Anson County","05000US37007",27.076
2013,"Bucks County, PA","05000US42017",27.0742
2014,"Powell County","05000US21197",27.0733
2015,"Washington County, MD","05000US24043",27.0693
2015,"Grundy County","05000US17063",27.0678
2013,"Lake County, IN","05000US18089",27.0668
2014,"Arecibo Municipio","05000US72013",27.0625
2013,"Bates County","05000US29013",27.0622
2013,"Lincoln County","05000US28085",27.0619
2015,"Holmes County","05000US28051",27.06
2014,"Union County","05000US45087",27.0594
2013,"Sabine County","05000US48403",27.0586
2014,"Montgomery County","05000US05097",27.0564
2013,"Miller County","05000US29131",27.0535
2014,"Butler County","05000US21031",27.0513
2014,"St. Martin Parish","05000US22099",27.051
2015,"Gallatin County","05000US21077",27.0509
2013,"Jasper County","05000US48241",27.0499
2013,"Covington County","05000US28031",27.0457
2013,"Middlesex County, MA","05000US25017",27.0415
2014,"Nottoway County","05000US51135",27.0403
2015,"Powell County","05000US21197",27.0401
2013,"Putnam County","05000US12107",27.0377
2013,"Stokes County","05000US37169",27.0376
2013,"Huntingdon County","05000US42061",27.0348
2013,"Shiawassee County","05000US26155",27.032
2015,"Teton County","05000US16081",27.0301
2014,"Essex County, MA","05000US25009",27.0281
2015,"Apache County","05000US04001",27.0272
2013,"Kershaw County","05000US45055",27.0228
2014,"Somervell County","05000US48425",27.0205
2014,"Miami County","05000US20121",27.0191
2014,"Shiawassee County","05000US26155",27.0145
2015,"Ceiba Municipio","05000US72037",27.0127
2015,"Stone County","05000US29209",27.0126
2013,"Tyler County","05000US54095",27.01
2013,"Attala County","05000US28007",27.0049
2014,"Owen County","05000US21187",27.0023
2014,"Camden County, NJ","05000US34007",27.0002
2014,"Lee County","05000US45061",26.9988
2014,"Daviess County","05000US29061",26.9921
2015,"Harrison County","05000US39067",26.989
2015,"Anoka County, MN","05000US27003",26.9864
2014,"Wahkiakum County","05000US53069",26.9857
2014,"Lee County","05000US51105",26.9849
2015,"Allen Parish","05000US22003",26.9836
2014,"Sullivan County","05000US36105",26.9779
2015,"Chowan County","05000US37041",26.9776
2014,"Granville County","05000US37077",26.977
2013,"Fannin County","05000US48147",26.9769
2013,"Weston County","05000US56045",26.9755
2013,"Marquette County","05000US55077",26.9751
2015,"Macoupin County","05000US17117",26.9748
2015,"McCormick County","05000US45065",26.9742
2014,"Casey County","05000US21045",26.9692
2015,"Patillas Municipio","05000US72109",26.9627
2013,"Sandoval County, NM","05000US35043",26.9624
2014,"Noble County","05000US39121",26.9596
2014,"Austin County","05000US48015",26.9557
2015,"Shiawassee County","05000US26155",26.9513
2014,"Stokes County","05000US37169",26.9484
2015,"Breathitt County","05000US21025",26.9448
2013,"Washington County, MD","05000US24043",26.942
2013,"Winston County","05000US28159",26.9418
2015,"Abbeville County","05000US45001",26.9401
2014,"Delaware County, PA","05000US42045",26.9354
2015,"Pender County","05000US37141",26.9348
2013,"Armstrong County","05000US42005",26.9346
2015,"Morgan County","05000US49029",26.9345
2014,"Jasper County","05000US28061",26.9327
2013,"Dorchester County, SC","05000US45035",26.9327
2015,"Wahkiakum County","05000US53069",26.9307
2013,"San Germán Municipio","05000US72125",26.9294
2013,"Johnson County","05000US21115",26.9253
2014,"Rutherford County, TN","05000US47149",26.9156
2015,"Suffolk city","05000US51800",26.9154
2015,"Camden County, NJ","05000US34007",26.9152
2013,"Ritchie County","05000US54085",26.9137
2015,"Garfield County","05000US08045",26.9061
2014,"Lincoln County","05000US47103",26.9059
2014,"Copiah County","05000US28029",26.905
2015,"Webster County","05000US13307",26.9013
2015,"Logan County","05000US40083",26.898
2014,"Anoka County, MN","05000US27003",26.8971
2015,"Juana Díaz Municipio","05000US72075",26.8957
2015,"Knott County","05000US21119",26.8922
2015,"Wayne County","05000US47181",26.8888
2014,"Humacao Municipio","05000US72069",26.8819
2013,"Grayson County","05000US51077",26.8813
2014,"Gallatin County","05000US21077",26.8782
2015,"Carroll County, GA","05000US13045",26.877
2014,"Ashe County","05000US37009",26.8743
2013,"Bienville Parish","05000US22013",26.8728
2014,"St. John the Baptist Parish","05000US22095",26.8659
2013,"Fayette County","05000US01057",26.8628
2014,"Wilcox County","05000US13315",26.861
2014,"Hill County","05000US48217",26.8574
2014,"Lancaster County","05000US45057",26.8556
2013,"Lampasas County","05000US48281",26.8529
2014,"Patrick County","05000US51141",26.8528
2013,"Adams County","05000US55001",26.8525
2015,"St. Croix County","05000US55109",26.8384
2013,"Hot Spring County","05000US05059",26.8343
2014,"Washington County","05000US21229",26.8331
2014,"Pickaway County","05000US39129",26.8322
2015,"Hart County","05000US21099",26.8308
2014,"Harris County, TX","05000US48201",26.8298
2014,"Sharp County","05000US05135",26.8289
2014,"Worcester County, MA","05000US25027",26.8286
2014,"Yadkin County","05000US37197",26.8181
2013,"Quebradillas Municipio","05000US72115",26.8129
2014,"Hardin County","05000US48199",26.8106
2013,"St. Lucie County, FL","05000US12111",26.8081
2014,"San Germán Municipio","05000US72125",26.808
2013,"Pickett County","05000US47137",26.8049
2013,"Bedford County","05000US42009",26.804
2014,"Dorchester County, SC","05000US45035",26.8009
2015,"Pickaway County","05000US39129",26.7992
2013,"Dinwiddie County","05000US51053",26.7935
2015,"Gilmer County","05000US13123",26.7918
2014,"Moca Municipio","05000US72099",26.7879
2013,"Juana Díaz Municipio","05000US72075",26.7874
2013,"Pickens County","05000US13227",26.7866
2015,"Worth County","05000US13321",26.7806
2013,"Stone County","05000US29209",26.7774
2015,"Stokes County","05000US37169",26.7768
2013,"Fairfield County, CT","05000US09001",26.7716
2015,"Bristol County, MA","05000US25005",26.7711
2013,"Washington County","05000US21229",26.7707
2013,"Hale County","05000US01065",26.7674
2014,"Hardeman County","05000US47069",26.7667
2014,"Adams County, PA","05000US42001",26.7662
2013,"Levy County","05000US12075",26.7646
2015,"Bullitt County","05000US21029",26.7634
2013,"Kalkaska County","05000US26079",26.7626
2014,"Gilmer County","05000US13123",26.7602
2013,"Gallatin County","05000US21077",26.7599
2013,"Oglethorpe County","05000US13221",26.7585
2015,"Sullivan County","05000US42113",26.7584
2014,"Delta County","05000US48119",26.7584
2013,"St. John the Baptist Parish","05000US22095",26.7577
2013,"Worcester County, MA","05000US25027",26.7554
2013,"Anoka County, MN","05000US27003",26.7546
2014,"Jones County","05000US37103",26.7522
2013,"Sullivan County","05000US36105",26.752
2014,"Fulton County","05000US17057",26.75
2014,"Cocke County","05000US47029",26.7455
2015,"Wayne County","05000US28153",26.7449
2014,"Crawford County","05000US29055",26.7432
2015,"Bullock County","05000US01011",26.7399
2013,"Fajardo Municipio","05000US72053",26.7388
2013,"Medina County, OH","05000US39103",26.7376
2013,"Adams County, PA","05000US42001",26.7374
2013,"Bullock County","05000US01011",26.7344
2015,"Lake County, FL","05000US12069",26.7341
2013,"Jackson County","05000US39079",26.7322
2014,"Johnson County","05000US21115",26.7307
2015,"Fayette County","05000US54019",26.7257
2013,"Pike County","05000US39131",26.7208
2014,"Taylor County","05000US13269",26.7201
2013,"Casey County","05000US21045",26.7192
2013,"Gilmer County","05000US13123",26.7177
2014,"Benton County","05000US29015",26.717
2013,"Essex County, MA","05000US25009",26.7169
