year,geo_name,geo,mean_commute_minutes
2013,"Chicot County","05000US05017",20.8806
2014,"Mercer County","05000US54055",20.8797
2015,"Pulaski County","05000US13235",20.8768
2015,"Burt County","05000US31021",20.8738
2013,"Potter County","05000US42105",20.8727
2014,"Kanawha County, WV","05000US54039",20.8721
2013,"Venango County","05000US42121",20.8695
2014,"Marion County, OR","05000US41047",20.8663
2015,"Benton County, WA","05000US53005",20.8656
2015,"Bradley County","05000US05011",20.865
2013,"Newport County","05000US44005",20.8637
2015,"Smyth County","05000US51173",20.8631
2013,"Allegany County","05000US24001",20.8624
2013,"White Pine County","05000US32033",20.8623
2014,"Jefferson County","05000US53031",20.8619
2013,"Montgomery County","05000US13209",20.8609
2014,"Stark County, OH","05000US39151",20.8598
2014,"Otsego County","05000US36077",20.8591
2014,"Monona County","05000US19133",20.8583
2015,"Kidder County","05000US38043",20.8547
2013,"Jefferson County","05000US05069",20.8544
2015,"Adair County","05000US19001",20.8543
2015,"Colquitt County","05000US13071",20.8523
2014,"Webb County, TX","05000US48479",20.8515
2014,"Richmond city, VA","05000US51760",20.8495
2015,"Weber County, UT","05000US49057",20.8484
2013,"Marion County","05000US17121",20.8465
2014,"Davis County","05000US19051",20.8461
2013,"Sweetwater County","05000US56037",20.8433
2015,"Lake County","05000US27075",20.8433
2015,"Esmeralda County","05000US32009",20.843
2015,"Bossier Parish, LA","05000US22015",20.8428
2014,"Alpine County","05000US06003",20.8368
2014,"Decatur County","05000US18031",20.8354
2014,"Hinds County, MS","05000US28049",20.8351
2014,"Shannon County","05000US29203",20.8344
2014,"Genesee County","05000US36037",20.8305
2013,"Hardin County, KY","05000US21093",20.83
2014,"Wabash County","05000US17185",20.8292
2013,"Clarke County","05000US19039",20.8282
2014,"Cheshire County","05000US33005",20.8281
2014,"Wicomico County, MD","05000US24045",20.8277
2014,"Mahoning County, OH","05000US39099",20.8269
2015,"Iosco County","05000US26069",20.8266
2013,"Rich County","05000US49033",20.8264
2013,"Kings County, CA","05000US06031",20.8262
2013,"Stark County, OH","05000US39151",20.8212
2015,"Red Lake County","05000US27125",20.8211
2014,"Highlands County, FL","05000US12055",20.8208
2013,"Indian River County, FL","05000US12061",20.8199
2013,"Richmond city, VA","05000US51760",20.8199
2013,"Borden County","05000US48033",20.8182
2015,"Butte County","05000US46019",20.8156
2015,"Henry County","05000US29083",20.8132
2013,"Karnes County","05000US48255",20.8117
2014,"Hidalgo County, TX","05000US48215",20.8115
2014,"Winnebago County, IL","05000US17201",20.8088
2013,"Llano County","05000US48299",20.806
2013,"Lee County, AL","05000US01081",20.8044
2015,"Floyd County","05000US13115",20.8044
2014,"Menard County","05000US48327",20.8029
2013,"Edwards County","05000US48137",20.8015
2014,"Burke County","05000US37023",20.8006
2014,"Bernalillo County, NM","05000US35001",20.798
2014,"Cayuga County","05000US36011",20.7979
2014,"Orange County, NC","05000US37135",20.7945
2013,"Laurel County","05000US21125",20.7934
2015,"Garland County","05000US05051",20.7904
2015,"Norfolk city, VA","05000US51710",20.7901
2013,"Marion County, OR","05000US41047",20.7894
2014,"Henrico County, VA","05000US51087",20.787
2014,"Rockingham County","05000US51165",20.7864
2015,"Washington County","05000US13303",20.7856
2014,"Johnson County","05000US29101",20.7838
2013,"Irion County","05000US48235",20.7817
2013,"Henderson County","05000US21101",20.7797
2013,"Kewaunee County","05000US55061",20.7796
2014,"Camp County","05000US48063",20.7791
2013,"Simpson County","05000US21213",20.7769
2014,"Indian River County, FL","05000US12061",20.7747
2015,"Greenwood County","05000US45047",20.7745
2014,"Marion County","05000US17121",20.7727
2014,"Franklin County","05000US16041",20.7685
2014,"Smyth County","05000US51173",20.7672
2014,"Horry County, SC","05000US45051",20.7639
2013,"Wythe County","05000US51197",20.7635
2015,"Sherman County","05000US41055",20.7628
2013,"Bay County, FL","05000US12005",20.7608
2014,"Colonial Heights city","05000US51570",20.7604
2013,"Dunn County","05000US55033",20.7592
2013,"Mitchell County","05000US13205",20.7581
2015,"Macon County","05000US37113",20.7561
2015,"Crawford County","05000US42039",20.7553
2015,"Richland County, OH","05000US39139",20.7551
2014,"Durham County, NC","05000US37063",20.7543
2014,"Caddo County","05000US40015",20.7537
2015,"Harrison County","05000US48203",20.7533
2015,"Huerfano County","05000US08055",20.7514
2015,"Bernalillo County, NM","05000US35001",20.7509
2014,"Holmes County","05000US39075",20.7508
2013,"Wabasha County","05000US27157",20.7491
2014,"Montgomery County, OH","05000US39113",20.7491
2015,"Crockett County","05000US48105",20.7482
2014,"Saginaw County, MI","05000US26145",20.7481
2013,"Bernalillo County, NM","05000US35001",20.7459
2013,"Hamilton County","05000US48193",20.7434
2014,"Floyd County","05000US13115",20.7433
2014,"Tunica County","05000US28143",20.7421
2013,"Weber County, UT","05000US49057",20.7418
2015,"Boyd County","05000US21019",20.7414
2015,"Allegany County","05000US36003",20.741
2014,"Iosco County","05000US26069",20.741
2015,"Tuscarawas County","05000US39157",20.7392
2014,"Troup County","05000US13285",20.7391
2013,"Dolores County","05000US08033",20.7387
2013,"Worcester County","05000US24047",20.7385
2015,"Cumberland County, PA","05000US42041",20.7383
2013,"Perry County","05000US29157",20.7382
2015,"Franklin County, OH","05000US39049",20.7375
2014,"Benton County, WA","05000US53005",20.7369
2013,"Sevier County","05000US05133",20.7363
2014,"Kittitas County","05000US53037",20.7335
2013,"Sarasota County, FL","05000US12115",20.7332
2014,"Venango County","05000US42121",20.733
2014,"Iowa County","05000US19095",20.7329
2014,"Newport County","05000US44005",20.7318
2014,"Gibson County","05000US18051",20.7316
2013,"Avery County","05000US37011",20.7314
2014,"Ford County","05000US17053",20.7314
2014,"Lincoln County","05000US53043",20.7306
2014,"Stoddard County","05000US29207",20.7287
2015,"Muskegon County, MI","05000US26121",20.7268
2015,"Windsor County","05000US50027",20.7256
2014,"Lee County","05000US05077",20.7254
2014,"Gratiot County","05000US26057",20.7248
2014,"Jefferson County","05000US05069",20.7248
2013,"Coffee County","05000US01031",20.724
2013,"Dauphin County, PA","05000US42043",20.7233
2015,"Mesa County, CO","05000US08077",20.7225
2015,"Marion County","05000US21155",20.7219
2015,"Telfair County","05000US13271",20.7219
2014,"Greenville County, SC","05000US45045",20.7213
2015,"Kewaunee County","05000US55061",20.7207
2013,"Wells County","05000US18179",20.7206
2013,"Navajo County, AZ","05000US04017",20.7201
2014,"Craig County","05000US40035",20.7199
2015,"Montgomery County, OH","05000US39113",20.7195
2015,"Iowa County","05000US19095",20.719
2013,"Livingston County","05000US17105",20.7188
2015,"Wicomico County, MD","05000US24045",20.7159
2015,"Knox County, TN","05000US47093",20.7152
2013,"Hinds County, MS","05000US28049",20.7151
2013,"Holmes County","05000US39075",20.7144
2013,"Scotland County","05000US37165",20.7142
2013,"Lake County","05000US27075",20.7112
2015,"Washburn County","05000US55129",20.7086
2015,"Donley County","05000US48129",20.7083
2015,"Navajo County, AZ","05000US04017",20.7046
2013,"Marshall County","05000US18099",20.7042
2015,"Houston County, GA","05000US13153",20.7005
2013,"Stoddard County","05000US29207",20.6995
2015,"Cheshire County","05000US33005",20.6994
2013,"Benton County, WA","05000US53005",20.6985
2014,"Appling County","05000US13001",20.6975
2013,"Greenwood County","05000US45047",20.6969
2013,"Tillman County","05000US40141",20.6962
2015,"Scott County","05000US21209",20.6956
2014,"Adair County","05000US19001",20.6943
2014,"Allegany County","05000US36003",20.6935
2015,"Hamilton County, TN","05000US47065",20.6911
2015,"Gonzales County","05000US48177",20.6904
2014,"Muskegon County, MI","05000US26121",20.689
2014,"Rockbridge County","05000US51163",20.6878
2015,"Rockingham County","05000US51165",20.6869
2014,"Franklin County","05000US53021",20.6852
2014,"York County","05000US51199",20.6849
2015,"Chase County","05000US20017",20.6824
2015,"Llano County","05000US48299",20.6822
2015,"Jefferson County","05000US53031",20.6801
2013,"Wabash County","05000US17185",20.6785
2013,"Grafton County","05000US33009",20.6771
2015,"Covington city","05000US51580",20.6768
2013,"Pottawatomie County","05000US20149",20.6761
2015,"Niagara County, NY","05000US36063",20.676
2013,"Hubbard County","05000US27057",20.6747
2014,"Wayne County","05000US21231",20.6732
2014,"Kauai County","05000US15007",20.6732
2015,"Bourbon County","05000US21017",20.6726
2013,"Niagara County, NY","05000US36063",20.6713
2014,"Weakley County","05000US47183",20.6709
2015,"Rich County","05000US49033",20.6662
2013,"Richland County, OH","05000US39139",20.6657
2013,"Hidalgo County, TX","05000US48215",20.6636
2015,"Kanawha County, WV","05000US54039",20.6631
2014,"Dallas County","05000US05039",20.6625
2013,"Greenville County, SC","05000US45045",20.6625
2013,"Yavapai County, AZ","05000US04025",20.6612
2014,"Franklin County, OH","05000US39049",20.6588
2015,"Sweetwater County","05000US56037",20.6545
2015,"Jefferson County","05000US05069",20.653
2014,"Perry County","05000US29157",20.6486
2015,"Washoe County, NV","05000US32031",20.6474
2015,"Lowndes County","05000US28087",20.6439
2013,"Hamilton County, TN","05000US47065",20.6421
2013,"Yolo County, CA","05000US06113",20.6413
2015,"Ford County","05000US17053",20.641
2013,"Bryan County","05000US40013",20.639
2015,"Johnson County","05000US29101",20.639
2015,"Erie County, NY","05000US36029",20.6388
2013,"Clark County","05000US17023",20.6361
2014,"Bay County, MI","05000US26017",20.6357
2014,"Graves County","05000US21083",20.6353
2015,"Cumberland County, NC","05000US37051",20.6353
2013,"Loving County","05000US48301",20.6349
2014,"McLean County","05000US38055",20.6348
2014,"Hamilton County, TN","05000US47065",20.6334
2014,"Sauk County","05000US55111",20.6334
2013,"Lowndes County","05000US28087",20.6328
2014,"Cumberland County, NC","05000US37051",20.6313
2015,"Knox County","05000US29103",20.6302
2013,"York County","05000US51199",20.6287
2013,"Tama County","05000US19171",20.6239
2014,"Montgomery County","05000US18107",20.6222
2014,"Lake County","05000US27075",20.6191
2014,"Hormigueros Municipio","05000US72067",20.6188
2015,"Caddo Parish, LA","05000US22017",20.6175
2013,"Accomack County","05000US51001",20.6169
2013,"Wadena County","05000US27159",20.6169
2014,"Scotland County","05000US37165",20.6151
2015,"Vernon Parish","05000US22115",20.615
2013,"Cayuga County","05000US36011",20.6146
2014,"Boyd County","05000US21019",20.6142
2015,"Winnebago County, IL","05000US17201",20.6112
2013,"Muhlenberg County","05000US21177",20.608
2015,"Edgecombe County","05000US37065",20.6078
2015,"Union County","05000US42119",20.6072
2015,"Chippewa County","05000US55017",20.6065
2013,"Franklin County, OH","05000US39049",20.6054
2013,"Gibson County","05000US18051",20.6052
2013,"Kingfisher County","05000US40073",20.6049
2014,"Woodruff County","05000US05147",20.6023
2015,"Jo Daviess County","05000US17085",20.6019
2015,"DeKalb County","05000US18033",20.601
2015,"Glenn County","05000US06021",20.6007
2013,"Albemarle County, VA","05000US51003",20.5976
2014,"El Paso County, CO","05000US08041",20.5968
2013,"Yates County","05000US36123",20.5967
2013,"Montgomery County, OH","05000US39113",20.5956
2015,"Laclede County","05000US29105",20.5939
2014,"Imperial County, CA","05000US06025",20.5936
2014,"Houston County, GA","05000US13153",20.5924
2015,"Prince Edward County","05000US51147",20.5896
2015,"Otoe County","05000US31131",20.5893
2015,"Pottawatomie County","05000US20149",20.5875
2013,"Tulare County, CA","05000US06107",20.5874
2015,"Orange County, NC","05000US37135",20.5845
2014,"Marshall County","05000US18099",20.584
2015,"Clay County","05000US31035",20.5837
2014,"Jackson County","05000US55053",20.5827
2014,"Henderson County, NC","05000US37089",20.5826
2013,"Horry County, SC","05000US45051",20.5799
2014,"Jo Daviess County","05000US17085",20.5787
2013,"Mora County","05000US35033",20.5782
2015,"Hancock County","05000US23009",20.5763
2013,"Marion County","05000US21155",20.5739
2015,"Newton County","05000US29145",20.5738
2013,"Washoe County, NV","05000US32031",20.5727
2013,"Washington County","05000US50023",20.5678
2014,"Pottawatomie County","05000US20149",20.5678
2014,"Niagara County, NY","05000US36063",20.5668
2015,"Ector County, TX","05000US48135",20.5627
2015,"Lee County","05000US13177",20.5621
2013,"Sauk County","05000US55111",20.5606
2013,"Durham County, NC","05000US37063",20.5578
2013,"Lawrence County","05000US29109",20.5537
2013,"LaGrange County","05000US18087",20.5535
2015,"Crittenden County","05000US05035",20.5491
2013,"Henderson County, NC","05000US37089",20.5477
2015,"Clark County","05000US05019",20.5449
2014,"Garland County","05000US05051",20.5443
2014,"Chatham County, GA","05000US13051",20.5417
2015,"Tazewell County, IL","05000US17179",20.5397
2015,"Klickitat County","05000US53039",20.5394
2014,"Callaway County","05000US29027",20.5391
2015,"Maverick County","05000US48323",20.5381
2015,"Barton County","05000US29011",20.5372
2015,"Graham County","05000US04009",20.537
2014,"Yates County","05000US36123",20.5365
2015,"Clay County","05000US05021",20.5341
2015,"Chatham County, GA","05000US13051",20.5324
2015,"Clark County","05000US17023",20.5312
2014,"La Salle County","05000US48283",20.5292
2013,"Gonzales County","05000US48177",20.5275
2015,"Douglas County","05000US55031",20.5274
2014,"Albemarle County, VA","05000US51003",20.5228
2013,"Williamson County","05000US17199",20.5187
2015,"Santa Cruz County","05000US04023",20.5182
2013,"Knox County, TN","05000US47093",20.5164
2014,"Houston County, AL","05000US01069",20.5159
2015,"Lauderdale County","05000US28075",20.5118
2014,"Cherokee County","05000US45021",20.5063
2014,"Montgomery County","05000US13209",20.5048
2013,"Appling County","05000US13001",20.5042
2013,"Pulaski County","05000US21199",20.5005
2013,"Oregon County","05000US29149",20.4995
2014,"Cumberland County, PA","05000US42041",20.4976
2013,"Colusa County","05000US06011",20.4973
2015,"Hudspeth County","05000US48229",20.4963
2015,"Craig County","05000US40035",20.4948
2014,"Washington County","05000US31177",20.4946
2013,"Bottineau County","05000US38009",20.4936
2013,"Orange County, NC","05000US37135",20.4932
2014,"Knox County, TN","05000US47093",20.492
2015,"Crawford County","05000US26039",20.4907
2013,"Major County","05000US40093",20.4899
2014,"Erie County, NY","05000US36029",20.4889
2014,"Ellis County","05000US40045",20.4834
2015,"Stephens County","05000US13257",20.4812
2014,"Kings County, CA","05000US06031",20.481
2015,"Liberty County","05000US13179",20.4793
2013,"Fisher County","05000US48151",20.4791
2015,"Imperial County, CA","05000US06025",20.4783
2013,"Nash County","05000US37127",20.4775
2015,"Taylor County","05000US55119",20.4774
2013,"Houston County, AL","05000US01069",20.4765
2014,"Lincoln County","05000US35027",20.4761
2013,"McKinley County","05000US35031",20.4755
2013,"Franklin County","05000US53021",20.4754
2013,"Troup County","05000US13285",20.4749
2013,"Adams County","05000US18001",20.4749
2015,"Pueblo County, CO","05000US08101",20.4729
2014,"McKinley County","05000US35031",20.4726
2013,"Callaway County","05000US29027",20.4708
2014,"Crittenden County","05000US05035",20.4697
2014,"Nash County","05000US37127",20.4663
2013,"Choctaw County","05000US40023",20.4642
2015,"Kings County, CA","05000US06031",20.4642
2015,"Seneca County","05000US39147",20.4638
2014,"Columbia County","05000US42037",20.4621
2014,"Williamson County","05000US17199",20.458
2015,"Williamson County","05000US17199",20.4578
2015,"Randolph County","05000US54083",20.4558
2014,"Mitchell County","05000US13205",20.4542
2015,"Archer County","05000US48009",20.4525
2013,"Calcasieu Parish, LA","05000US22019",20.4524
2013,"Chariton County","05000US29041",20.4515
2014,"Coffee County","05000US01031",20.4509
2015,"Gibson County","05000US18051",20.4487
2015,"Henderson County, NC","05000US37089",20.4449
2014,"Washington County","05000US08121",20.4449
2014,"Telfair County","05000US13271",20.4443
2015,"Cass County","05000US17017",20.4418
2013,"El Paso County, CO","05000US08041",20.4388
2014,"Kidder County","05000US38043",20.4383
2015,"Irwin County","05000US13155",20.4379
2014,"Washoe County, NV","05000US32031",20.4355
2015,"Henrico County, VA","05000US51087",20.4339
2013,"Crawford County","05000US26039",20.4336
2013,"Essex County","05000US36031",20.4332
2013,"Jackson County","05000US55053",20.4331
2015,"Trempealeau County","05000US55121",20.4322
2015,"Evans County","05000US13109",20.4283
2015,"Forrest County","05000US28035",20.4274
2015,"Washington County","05000US19183",20.4271
2015,"Grafton County","05000US33009",20.4246
2015,"Kingman County","05000US20095",20.4226
2015,"Calcasieu Parish, LA","05000US22019",20.4222
2013,"Putnam County","05000US29171",20.42
2015,"Bingham County","05000US16011",20.4173
2015,"Knox County","05000US21121",20.4165
2015,"Buchanan County","05000US19019",20.4162
2014,"Caddo Parish, LA","05000US22017",20.4154
2014,"Craven County, NC","05000US37049",20.4152
2015,"Beaufort County, SC","05000US45013",20.4086
2014,"Thomas County","05000US13275",20.4059
2015,"Butte County","05000US16023",20.4048
2015,"Banner County","05000US31007",20.4009
2013,"Rowan County","05000US21205",20.4
2013,"Logan County","05000US17107",20.3984
2015,"Erie County","05000US39043",20.3962
2013,"Smyth County","05000US51173",20.3961
2015,"West Carroll Parish","05000US22123",20.3936
2014,"Newton County","05000US29145",20.3929
2014,"Grenada County","05000US28043",20.3901
2013,"Hopkins County","05000US21107",20.3892
2013,"Mayagüez Municipio","05000US72097",20.3879
2015,"Edwards County","05000US17047",20.3854
2015,"Keweenaw County","05000US26083",20.3837
2013,"DeKalb County","05000US18033",20.3836
2013,"Erie County, NY","05000US36029",20.3828
2014,"Guilford County, NC","05000US37081",20.3809
2015,"Crow Wing County","05000US27035",20.3799
2013,"Pacific County","05000US53049",20.3761
2015,"Richmond County","05000US37153",20.3757
2014,"Simpson County","05000US21213",20.3745
2013,"Otsego County","05000US36077",20.3734
2014,"Logan County","05000US17107",20.3721
2015,"Macon County","05000US29121",20.372
2015,"Coryell County","05000US48099",20.3713
2015,"Accomack County","05000US51001",20.3694
2013,"Montezuma County","05000US08083",20.3688
2015,"Iron County","05000US26071",20.3665
2015,"Kent County, MI","05000US26081",20.3648
2014,"Richland County, OH","05000US39139",20.364
2014,"Oceana County","05000US26127",20.3612
2013,"Forrest County","05000US28035",20.3581
2013,"Boyd County","05000US21019",20.358
2013,"Madison County, AL","05000US01089",20.3562
2014,"Bailey County","05000US48017",20.3543
2014,"Marshall County","05000US21157",20.3535
2014,"Cass County","05000US17017",20.3533
2013,"Burke County","05000US37023",20.353
2013,"Las Animas County","05000US08071",20.3522
2014,"Washburn County","05000US55129",20.3513
2015,"Albemarle County, VA","05000US51003",20.3505
2013,"Menard County","05000US48327",20.3495
2014,"Clark County","05000US17023",20.3487
2013,"Dale County","05000US01045",20.3466
2013,"Randolph County","05000US54083",20.3454
2014,"Iron County","05000US55051",20.3444
2014,"Jackson County","05000US18071",20.344
2013,"Norman County","05000US27107",20.344
2014,"Jayuya Municipio","05000US72073",20.3433
2015,"Otsego County","05000US36077",20.3397
2013,"Windsor County","05000US50027",20.3388
2014,"Bradley County","05000US05011",20.337
2015,"Jackson County","05000US18071",20.3366
2013,"Lee County","05000US13177",20.3363
2015,"Toombs County","05000US13279",20.3346
2013,"Jefferson County","05000US41031",20.3331
2014,"Elbert County","05000US13105",20.3309
2015,"Franklin Parish","05000US22041",20.3299
2013,"Craig County","05000US40035",20.3287
2015,"Chautauqua County","05000US20019",20.327
2015,"Washington County, AR","05000US05143",20.3264
2014,"Douglas County","05000US55031",20.3254
2013,"Eastland County","05000US48133",20.3241
2013,"Alcorn County","05000US28003",20.3192
2015,"Noble County","05000US40103",20.3189
2013,"Chatham County, GA","05000US13051",20.3176
2014,"Colquitt County","05000US13071",20.3167
2013,"Colquitt County","05000US13071",20.3152
2014,"Henderson County","05000US21101",20.313
2014,"Liberty County","05000US13179",20.3108
2013,"Hormigueros Municipio","05000US72067",20.3099
2015,"Owsley County","05000US21189",20.3093
2013,"Pike County","05000US29163",20.3088
2015,"Moultrie County","05000US17139",20.3056
2014,"Vermilion County","05000US17183",20.3043
2014,"Jeff Davis County","05000US13161",20.3038
2014,"Zapata County","05000US48505",20.302
2015,"Chicot County","05000US05017",20.3007
2014,"Washington County","05000US13303",20.2999
2014,"Calcasieu Parish, LA","05000US22019",20.2985
2015,"Lee County","05000US05077",20.2975
2014,"Cibola County","05000US35006",20.2963
2014,"Baldwin County","05000US13009",20.2961
2014,"Carlton County","05000US27017",20.2952
2015,"Coahoma County","05000US28027",20.2936
2014,"Polk County","05000US05113",20.2929
2015,"Añasco Municipio","05000US72011",20.2909
2015,"Coffee County","05000US01031",20.2907
2015,"Marion County","05000US17121",20.2899
2014,"Grafton County","05000US33009",20.2884
2013,"Bibb County, GA","05000US13021",20.2883
2015,"Cass County","05000US18017",20.2864
2015,"La Salle County","05000US48283",20.2863
2013,"Ralls County","05000US29173",20.286
2014,"Clinton County","05000US36019",20.2839
2014,"Windsor County","05000US50027",20.2829
2013,"Coos County","05000US33007",20.2829
2013,"Cumberland County, PA","05000US42041",20.2806
2013,"Columbia County","05000US42037",20.2801
2013,"Bay County, MI","05000US26017",20.2792
2014,"Hubbard County","05000US27057",20.2766
2014,"Essex County","05000US36031",20.2743
2014,"Maverick County","05000US48323",20.2726
2015,"Bryan County","05000US40013",20.2695
2015,"Allegany County","05000US24001",20.2694
2015,"Clayton County","05000US19043",20.2653
2013,"Lincoln Parish","05000US22061",20.2646
2013,"Taylor County","05000US12123",20.2627
2014,"Tazewell County, IL","05000US17179",20.2599
2014,"Bibb County, GA","05000US13021",20.2597
2014,"Aguadilla Municipio","05000US72005",20.2588
2014,"Norman County","05000US27107",20.2574
2015,"Cherokee County","05000US20021",20.2554
2015,"Bureau County","05000US17011",20.2549
2015,"Nash County","05000US37127",20.2544
2013,"Kittitas County","05000US53037",20.2541
2013,"Harrison County","05000US29081",20.252
2014,"Noble County","05000US40103",20.2506
2014,"Drew County","05000US05043",20.2505
2013,"Washburn County","05000US55129",20.249
2013,"Kauai County","05000US15007",20.246
2015,"Guilford County, NC","05000US37081",20.2458
2014,"Erie County","05000US39043",20.2447
2013,"Montgomery County","05000US18107",20.2441
2013,"Lauderdale County","05000US28075",20.2438
2014,"Wells County","05000US18179",20.2432
2015,"Ward County","05000US48475",20.2396
2015,"Pulaski County","05000US18131",20.2389
2015,"Washington County","05000US31177",20.2388
2013,"Otoe County","05000US31131",20.2388
2015,"Dooly County","05000US13093",20.2384
2015,"Greene County","05000US05055",20.2376
2014,"Crow Wing County","05000US27035",20.2358
2013,"Crow Wing County","05000US27035",20.2349
2013,"Craven County, NC","05000US37049",20.2338
2014,"Forrest County","05000US28035",20.2329
2013,"Monroe County","05000US21171",20.23
2014,"Livingston County","05000US17105",20.2285
2013,"Rush County","05000US20165",20.228
2015,"Hamilton County","05000US48193",20.2261
2015,"Baldwin County","05000US13009",20.2253
2013,"Telfair County","05000US13271",20.2239
2013,"Santa Fe County, NM","05000US35049",20.2215
2015,"Taylor County","05000US12123",20.2204
2015,"Roanoke County","05000US51161",20.2198
2014,"Archer County","05000US48009",20.2168
2013,"Washington County, TN","05000US47179",20.2164
2014,"Laclede County","05000US29105",20.2145
2015,"Ellis County","05000US40045",20.2141
2014,"Crawford County","05000US26039",20.2116
2015,"Appling County","05000US13001",20.2111
2013,"Bingham County","05000US16011",20.2107
2014,"Cass County","05000US18017",20.2084
2015,"Highland County","05000US51091",20.2074
2013,"Rusk County","05000US55107",20.2059
2015,"Madison County, AL","05000US01089",20.2053
2014,"Randolph County","05000US29175",20.2023
2013,"Alcona County","05000US26001",20.2011
2014,"Marinette County","05000US55075",20.2006
2014,"Forest County","05000US55041",20.2002
2014,"Kosciusko County","05000US18085",20.1994
2013,"Audrain County","05000US29007",20.1994
2013,"Le Flore County","05000US40079",20.1965
2013,"Muskegon County, MI","05000US26121",20.1947
2015,"Henderson County","05000US21101",20.1944
2014,"Pershing County","05000US32027",20.1942
2014,"Madison County, AL","05000US01089",20.1939
2015,"Bibb County, GA","05000US13021",20.1937
2013,"Kent County, MI","05000US26081",20.1925
2014,"Trempealeau County","05000US55121",20.1919
2015,"Adams County","05000US16003",20.1917
2013,"Vermilion County","05000US17183",20.1913
2013,"Carlton County","05000US27017",20.1912
2014,"Tuscarawas County","05000US39157",20.1901
2013,"Glenn County","05000US06021",20.1898
2014,"Gregg County, TX","05000US48183",20.1898
2013,"St. Francis County","05000US05123",20.1885
2015,"Unicoi County","05000US47171",20.1883
2014,"Lee County","05000US13177",20.1809
2013,"Owsley County","05000US21189",20.1801
2014,"Kent County, MI","05000US26081",20.1795
2013,"Vernon Parish","05000US22115",20.1784
2015,"Vermilion County","05000US17183",20.176
2013,"Baldwin County","05000US13009",20.176
2013,"Leelanau County","05000US26089",20.1749
2013,"Henry County","05000US39069",20.1694
2013,"Guilford County, NC","05000US37081",20.1689
2015,"Morris County","05000US20127",20.1652
2013,"Sanders County","05000US30089",20.1649
2015,"Kittitas County","05000US53037",20.1647
2013,"Mesa County, CO","05000US08077",20.1637
2015,"Jeff Davis County","05000US13161",20.162
2014,"Lauderdale County","05000US28075",20.16
2015,"Miami County, OH","05000US39109",20.16
2015,"Bacon County","05000US13005",20.1599
2013,"Ferry County","05000US53019",20.1582
2014,"Wheeler County","05000US13309",20.158
2015,"Yell County","05000US05149",20.1574
2014,"Norfolk city, VA","05000US51710",20.156
2013,"Houston County, GA","05000US13153",20.1548
2015,"Chickasaw County","05000US19037",20.1547
2015,"Craven County, NC","05000US37049",20.1545
2015,"Emporia city","05000US51595",20.1527
2013,"Drew County","05000US05043",20.1514
2014,"Pottawattamie County","05000US19155",20.1471
2013,"Daviess County","05000US18027",20.1431
2013,"Allegany County","05000US36003",20.1429
2015,"Boundary County","05000US16021",20.142
2015,"Menominee County","05000US26109",20.1418
2014,"Taylor County","05000US55119",20.1402
2013,"Forest County","05000US55041",20.1379
2014,"Las Animas County","05000US08071",20.1365
2014,"Ottawa County","05000US40115",20.1351
2014,"Marion County","05000US21155",20.1302
2014,"Washington County, TN","05000US47179",20.1295
2013,"Massac County","05000US17127",20.1272
2014,"Seneca County","05000US39147",20.126
2014,"Ector County, TX","05000US48135",20.1227
2013,"Montgomery County","05000US28097",20.1224
2013,"Kosciusko County","05000US18085",20.1206
2013,"Kinney County","05000US48271",20.1164
2014,"Seward County","05000US31159",20.1157
2014,"Terry County","05000US48445",20.1144
2015,"Montezuma County","05000US08083",20.1139
2015,"Sumter County","05000US13261",20.1115
2013,"Starr County","05000US48427",20.1109
2014,"Mesa County, CO","05000US08077",20.1108
2015,"Lewis County","05000US16061",20.1099
2013,"Boulder County, CO","05000US08013",20.109
2013,"Bulloch County","05000US13031",20.1036
2013,"Escambia County, FL","05000US12033",20.103
2013,"McCook County","05000US46087",20.1016
2013,"Gage County","05000US31067",20.0954
2014,"Klickitat County","05000US53039",20.0941
2013,"Galax city","05000US51640",20.0939
2015,"Montgomery County","05000US13209",20.0909
2015,"Forsyth County, NC","05000US37067",20.0909
2015,"Randolph County","05000US29175",20.0883
2014,"Washington County, AR","05000US05143",20.0882
2013,"Lee County","05000US05077",20.0826
2014,"Whitley County","05000US21235",20.0814
2014,"Richland County, SC","05000US45079",20.0799
2013,"Taylor County","05000US19173",20.0781
2015,"Santa Fe County, NM","05000US35049",20.0779
2015,"Colonial Heights city","05000US51570",20.0773
2014,"Chippewa County","05000US55017",20.077
2013,"Colonial Heights city","05000US51570",20.0744
2013,"Iosco County","05000US26069",20.0735
2014,"Crosby County","05000US48107",20.0698
2013,"Park County","05000US30067",20.0696
2015,"Russell County","05000US21207",20.0696
2013,"Cheshire County","05000US33005",20.0695
2015,"Utah County, UT","05000US49049",20.0686
2015,"Delaware County","05000US19055",20.0648
2014,"Monongalia County, WV","05000US54061",20.0637
2014,"Union County","05000US21225",20.0634
2015,"Concho County","05000US48095",20.0628
2015,"Franklin County","05000US53021",20.0606
2014,"Banner County","05000US31007",20.0605
2013,"Clay County","05000US37043",20.0576
2015,"Highlands County, FL","05000US12055",20.0567
2014,"Randolph County","05000US54083",20.0543
2015,"Richmond County, GA","05000US13245",20.0526
2014,"McCook County","05000US46087",20.0513
2014,"Muskogee County","05000US40101",20.0499
2014,"Washington County","05000US19183",20.0466
2015,"Hubbard County","05000US27057",20.0445
2015,"Crook County","05000US41013",20.0444
