year,geo_name,geo,uninsured_adults
2016,"Meade County","05000US20119",0.207
2015,"Appomattox County","05000US51011",0.207
2015,"Shenandoah County","05000US51171",0.207
2015,"Greenup County","05000US21089",0.207
2015,"Bronx County, NY","05000US36005",0.207
2015,"St. Joseph County, IN","05000US18141",0.207
2015,"Van Buren County","05000US47175",0.207
2015,"Monroe County","05000US13207",0.207
2015,"Park County","05000US56029",0.206
2015,"Radford city","05000US51750",0.206
2015,"Union County, NC","05000US37179",0.206
2017,"Winston County","05000US01133",0.206
2015,"Starke County","05000US18149",0.206
2015,"Owen County","05000US18119",0.206
2017,"Sierra County","05000US35051",0.206
2017,"Twin Falls County","05000US16083",0.206
2017,"Clark County","05000US55019",0.206
2016,"Shoshone County","05000US16079",0.206
2016,"Scott County","05000US47151",0.206
2015,"Bent County","05000US08011",0.206
2015,"Robertson County","05000US47147",0.206
2015,"Crawford County","05000US18025",0.206
2017,"Hancock County","05000US13141",0.206
2015,"Sweetwater County","05000US56037",0.206
2015,"Greene County","05000US01063",0.206
2017,"Nye County","05000US32023",0.206
2016,"Rhea County","05000US47143",0.206
2015,"Bannock County","05000US16005",0.206
2015,"Nassau County","05000US12089",0.206
2016,"La Plata County","05000US08067",0.206
2017,"Polk County","05000US37149",0.206
2016,"Waynesboro city","05000US51820",0.206
2017,"Bledsoe County","05000US47007",0.206
2016,"Mesa County, CO","05000US08077",0.206
2016,"Grant County","05000US05053",0.206
2016,"Ballard County","05000US21007",0.206
2016,"Hopewell city","05000US51670",0.206
2015,"St. Charles Parish","05000US22089",0.206
2017,"Crawford County","05000US29055",0.206
2015,"Houston County, GA","05000US13153",0.206
2015,"Carbon County","05000US56007",0.206
2015,"Wilson County","05000US20205",0.206
2017,"Rock County","05000US31149",0.206
2015,"Meigs County","05000US47121",0.206
2016,"Greene County","05000US51079",0.206
2017,"Fresno County, CA","05000US06019",0.206
2015,"Cheboygan County","05000US26031",0.206
2017,"Benewah County","05000US16009",0.206
2017,"Goshen County","05000US56015",0.206
2015,"New Madrid County","05000US29143",0.206
2017,"Lamar County","05000US13171",0.206
2015,"Lewis County","05000US29111",0.206
2015,"Linn County","05000US29115",0.206
2016,"Jefferson County","05000US53031",0.206
2017,"Stone County","05000US05137",0.206
2016,"Nelson County","05000US21179",0.206
2015,"Decatur County","05000US18031",0.206
2015,"Ouachita County","05000US05103",0.206
2015,"Amherst County","05000US51009",0.206
2015,"Marshall County","05000US46091",0.206
2017,"Washington County","05000US23029",0.206
2016,"Franklin County","05000US21073",0.206
2016,"Pike County","05000US29163",0.206
2015,"Grant County","05000US21081",0.206
2017,"Morgan County, AL","05000US01103",0.205
2017,"Spartanburg County, SC","05000US45083",0.205
2017,"Baldwin County, AL","05000US01003",0.205
2016,"Mineral County","05000US54057",0.205
2016,"Harrison County","05000US54033",0.205
2015,"Chambers County","05000US01017",0.205
2015,"Anderson County","05000US20003",0.205
2015,"Morton County","05000US20129",0.205
2015,"Coffee County","05000US01031",0.205
2016,"Washington County","05000US20201",0.205
2016,"Fayette County, KY","05000US21067",0.205
2016,"Martinsville city","05000US51690",0.205
2015,"Henry County","05000US21103",0.205
2016,"Lyon County","05000US21143",0.205
2016,"Marion County","05000US21155",0.205
2015,"Tazewell County","05000US51185",0.205
2017,"Bienville Parish","05000US22013",0.205
2015,"Orange County","05000US18117",0.205
2015,"Newton County","05000US18111",0.205
2015,"Montgomery County","05000US18107",0.205
2017,"Marshall County","05000US18099",0.205
2017,"Lafayette Parish, LA","05000US22055",0.205
2015,"Southampton County","05000US51175",0.205
2016,"Page County","05000US51139",0.205
2016,"Prince George's County, MD","05000US24033",0.205
2017,"Washakie County","05000US56043",0.205
2017,"Crenshaw County","05000US01041",0.205
2016,"Franklin County","05000US51067",0.205
2015,"Van Buren County","05000US26159",0.205
2017,"Wilson County","05000US48493",0.205
2016,"Houston County, AL","05000US01069",0.205
2016,"Fayette County","05000US18041",0.205
2016,"Allen County, IN","05000US18003",0.205
2015,"Rockwall County","05000US48397",0.205
2015,"Carroll County","05000US29033",0.205
2015,"Henry County","05000US29083",0.205
2017,"Madison County","05000US29123",0.205
2015,"Daniels County","05000US30019",0.205
2015,"Lonoke County","05000US05085",0.205
2017,"Fergus County","05000US30027",0.205
2016,"Lonoke County","05000US05085",0.205
2017,"Powell County","05000US30077",0.205
2016,"Sheridan County","05000US30091",0.205
2016,"Silver Bow County","05000US30093",0.205
2017,"Polk County","05000US05113",0.205
2016,"Butte County, CA","05000US06007",0.205
2015,"Knox County","05000US31107",0.205
2017,"Karnes County","05000US48255",0.205
2017,"Sheridan County","05000US31161",0.205
2016,"Douglas County","05000US17041",0.205
2016,"White Pine County","05000US32033",0.205
2016,"Sonoma County, CA","05000US06097",0.205
2016,"Grand County","05000US08049",0.205
2015,"Las Animas County","05000US08071",0.205
2016,"Cabarrus County, NC","05000US37025",0.205
2016,"Caswell County","05000US37033",0.205
2017,"Elmore County","05000US16039",0.205
2015,"Morgan County","05000US47129",0.205
2016,"Meigs County","05000US47121",0.205
2015,"Lake County","05000US47095",0.205
2016,"Jefferson County","05000US47089",0.205
2016,"Haywood County","05000US47075",0.205
2015,"Hardeman County","05000US47069",0.205
2017,"Lincoln County","05000US40081",0.205
2016,"Coweta County, GA","05000US13077",0.205
2016,"Baker County","05000US41001",0.205
2015,"Carroll County","05000US47017",0.205
2015,"Harding County","05000US46063",0.205
2017,"Lancaster County","05000US45057",0.205
2017,"Pinellas County, FL","05000US12103",0.205
2016,"Nassau County","05000US12089",0.205
2015,"Cleburne County","05000US01029",0.204
2016,"Limestone County","05000US01083",0.204
2016,"Chase County","05000US31029",0.204
2016,"Union County, NC","05000US37179",0.204
2017,"Wilkinson County","05000US13319",0.204
2016,"Stoddard County","05000US29207",0.204
2015,"Ellis County","05000US40045",0.204
2016,"Madison County","05000US51113",0.204
2015,"Tallapoosa County","05000US01123",0.204
2016,"Del Norte County","05000US06015",0.204
2016,"Humphreys County","05000US47085",0.204
2016,"Marion County","05000US01093",0.204
2017,"Curry County","05000US35009",0.204
2017,"Yadkin County","05000US37197",0.204
2017,"Newton County","05000US29145",0.204
2017,"Williamsburg County","05000US45089",0.204
2016,"Starke County","05000US18149",0.204
2017,"Grand County","05000US49019",0.204
2016,"Cherokee County","05000US01019",0.204
2016,"Calhoun County, AL","05000US01015",0.204
2017,"Petroleum County","05000US30069",0.204
2016,"Chariton County","05000US29041",0.204
2017,"Prowers County","05000US08099",0.204
2015,"Butte County","05000US46019",0.204
2015,"Haywood County","05000US47075",0.204
2016,"Van Buren County","05000US26159",0.204
2016,"Etowah County, AL","05000US01055",0.204
2015,"Pendleton County","05000US21191",0.204
2016,"Person County","05000US37145",0.204
2015,"Lexington city","05000US51678",0.204
2015,"Culpeper County","05000US51047",0.204
2015,"Caldwell County","05000US29025",0.204
2015,"Choctaw County","05000US01023",0.204
2016,"Chaffee County","05000US08015",0.204
2017,"Dade County","05000US13083",0.204
2016,"Caribou County","05000US16029",0.204
2016,"Spokane County, WA","05000US53063",0.204
2015,"Pike County","05000US21195",0.204
2015,"Campbell County","05000US47013",0.204
2017,"Wichita County, TX","05000US48485",0.204
2017,"Banner County","05000US31007",0.204
2017,"Hyde County","05000US37095",0.204
2016,"Nelson County","05000US51125",0.204
2015,"Adams County","05000US39001",0.204
2017,"Dunklin County","05000US29069",0.204
2015,"Randolph County","05000US29175",0.204
2015,"Martin County","05000US21159",0.204
2015,"Duchesne County","05000US49013",0.204
2015,"Weber County, UT","05000US49057",0.204
2017,"Greer County","05000US40055",0.204
2015,"Garfield County","05000US31071",0.204
2017,"Maries County","05000US29125",0.204
2016,"Weld County, CO","05000US08123",0.204
2017,"Dare County","05000US37055",0.203
2017,"Jackson County","05000US13157",0.203
2016,"Charlottesville city","05000US51540",0.203
2016,"Jewell County","05000US20089",0.203
2015,"Mesa County, CO","05000US08077",0.203
2016,"Harper County","05000US20077",0.203
2017,"St. Martin Parish","05000US22099",0.203
2015,"Jay County","05000US18075",0.203
2017,"Columbia County","05000US12023",0.203
2017,"Harnett County, NC","05000US37085",0.203
2015,"Chippewa County","05000US26033",0.203
2015,"Grant County","05000US31075",0.203
2015,"Prince George's County, MD","05000US24033",0.203
2016,"Lincoln County","05000US20105",0.203
2016,"Park County","05000US56029",0.203
2016,"Cheyenne County","05000US20023",0.203
2015,"Benzie County","05000US26019",0.203
2016,"Saline County","05000US29195",0.203
2016,"Wayne County, MI","05000US26163",0.203
2016,"Dawes County","05000US31045",0.203
2015,"Houston County","05000US47083",0.203
2017,"Coconino County, AZ","05000US04005",0.203
2016,"Hodgeman County","05000US20083",0.203
2015,"Fulton County","05000US21075",0.203
2015,"Brown County","05000US20013",0.203
2017,"Bradford County","05000US12007",0.203
2015,"Wythe County","05000US51197",0.203
2016,"Boyd County","05000US31015",0.203
2016,"St. Joseph County, IN","05000US18141",0.203
2017,"Douglas County","05000US53017",0.203
2016,"Audrain County","05000US29007",0.203
2016,"Crawford County","05000US19047",0.203
2015,"Pend Oreille County","05000US53051",0.203
2016,"Clay County, FL","05000US12019",0.203
2016,"Bronx County, NY","05000US36005",0.203
2016,"Hancock County","05000US47067",0.203
2015,"Wakulla County","05000US12129",0.203
2017,"Camden County","05000US29029",0.203
2016,"Carroll County","05000US29033",0.203
2016,"Walker County","05000US01127",0.203
2015,"Gates County","05000US37073",0.203
2017,"DeWitt County","05000US48123",0.203
2015,"Lyon County","05000US21143",0.203
2015,"Lincoln County","05000US53043",0.203
2017,"Beaufort County, SC","05000US45013",0.203
2016,"Denton County, TX","05000US48121",0.203
2015,"Leon County, FL","05000US12073",0.203
2015,"Douglas County","05000US17041",0.203
2015,"Mason County","05000US54053",0.203
2017,"Montgomery County, TX","05000US48339",0.203
2015,"Richland County, SC","05000US45079",0.203
2017,"Johnston County, NC","05000US37101",0.203
2017,"Vance County","05000US37181",0.202
2016,"Philadelphia County, PA","05000US42101",0.202
2015,"Chester County","05000US47023",0.202
2016,"Tazewell County","05000US51185",0.202
2015,"Sedgwick County, KS","05000US20173",0.202
2015,"Sandoval County, NM","05000US35043",0.202
2015,"Sheridan County","05000US30091",0.202
2015,"Scott County","05000US29201",0.202
2017,"Iron County","05000US29093",0.202
2016,"Union County","05000US21225",0.202
2015,"Highland County","05000US39071",0.202
2015,"Tuolumne County","05000US06109",0.202
2016,"Lexington city","05000US51678",0.202
2017,"Jones County","05000US37103",0.202
2016,"Tallapoosa County","05000US01123",0.202
2015,"Hyde County","05000US46069",0.202
2015,"Brown County","05000US18013",0.202
2015,"Trimble County","05000US21223",0.202
2016,"Louisa County","05000US51109",0.202
2016,"Randall County, TX","05000US48381",0.202
2017,"East Baton Rouge Parish, LA","05000US22033",0.202
2016,"Dickson County","05000US47043",0.202
2017,"Union County","05000US47173",0.202
2015,"Marion County","05000US01093",0.202
2016,"Gasconade County","05000US29073",0.202
2016,"Faulkner County, AR","05000US05045",0.202
2015,"Washington County","05000US23029",0.202
2015,"Delaware County, IN","05000US18035",0.202
2015,"Walker County","05000US01127",0.202
2015,"Unicoi County","05000US47171",0.202
2016,"Wilson County","05000US20205",0.202
2015,"Coosa County","05000US01037",0.202
2015,"Henderson County","05000US47077",0.202
2016,"Brown County","05000US31017",0.202
2015,"Lincoln County","05000US20105",0.202
2017,"Flathead County","05000US30029",0.202
2017,"Fentress County","05000US47049",0.202
2016,"Buena Vista city","05000US51530",0.202
2015,"Hancock County","05000US54029",0.202
2015,"Claiborne County","05000US47025",0.202
2017,"Alexander County","05000US37003",0.202
2015,"Mineral County","05000US08079",0.202
2016,"Noble County","05000US40103",0.202
2016,"Brown County","05000US20013",0.202
2017,"Montezuma County","05000US08083",0.202
2016,"Onslow County, NC","05000US37133",0.202
2017,"Lawrence County","05000US01079",0.201
2016,"Gregory County","05000US46053",0.201
2016,"Montgomery County","05000US18107",0.201
2016,"Lake County","05000US26085",0.201
2016,"Lauderdale County","05000US47097",0.201
2017,"Warren County","05000US28149",0.201
2016,"Yolo County, CA","05000US06113",0.201
2015,"Washington County, TN","05000US47179",0.201
2016,"Claiborne County","05000US47025",0.201
2016,"Lamar County","05000US01075",0.201
2015,"Bedford city","05000US51515",0.201
2017,"Duchesne County","05000US49013",0.201
2016,"Tippecanoe County, IN","05000US18157",0.201
2016,"Culpeper County","05000US51047",0.201
2017,"Madison County","05000US30057",0.201
2015,"Cowlitz County, WA","05000US53015",0.201
2015,"Columbia County","05000US53013",0.201
2016,"Shenandoah County","05000US51171",0.201
2016,"Alpine County","05000US06003",0.201
2017,"Torrance County","05000US35057",0.201
2016,"Marshall County","05000US46091",0.201
2016,"Sherman County","05000US31163",0.201
2016,"Pend Oreille County","05000US53051",0.201
2017,"Humboldt County","05000US32013",0.201
2015,"Marion County","05000US47115",0.201
2017,"Lowndes County","05000US28087",0.201
2016,"Butler County","05000US01013",0.201
2016,"Howard County","05000US29089",0.201
2016,"Washington County","05000US01129",0.201
2017,"Calhoun County","05000US45017",0.201
2015,"Clark County","05000US55019",0.201
2016,"Lewis County","05000US29111",0.201
2016,"Granville County","05000US37077",0.201
2015,"Sherman County","05000US41055",0.201
2015,"Franklin city","05000US51620",0.201
2015,"Brule County","05000US46015",0.201
2017,"Iberville Parish","05000US22047",0.201
2017,"Benson County","05000US38005",0.201
2017,"Westmoreland County","05000US51193",0.201
2017,"Passaic County, NJ","05000US34031",0.201
2016,"Perry County","05000US01105",0.201
2016,"Richland County, SC","05000US45079",0.201
2016,"Prince Edward County","05000US51147",0.201
2016,"Clarke County","05000US01025",0.201
2015,"Dawes County","05000US31045",0.201
2017,"Morgan County","05000US13211",0.201
2016,"Montgomery County","05000US20125",0.201
2017,"Lafayette County","05000US28071",0.201
2015,"DeSoto County, MS","05000US28033",0.201
2016,"Randolph County","05000US18135",0.201
2016,"Loving County","05000US48301",0.2
2017,"Perry County","05000US47135",0.2
2016,"Linn County, OR","05000US41043",0.2
2016,"Robertson County","05000US47147",0.2
2016,"Jefferson County","05000US05069",0.2
2017,"Richmond County","05000US51159",0.2
2017,"Loving County","05000US48301",0.2
2016,"Butte County","05000US46019",0.2
2017,"LaSalle Parish","05000US22059",0.2
2016,"Hinsdale County","05000US08053",0.2
2017,"Izard County","05000US05065",0.2
2016,"Sioux County","05000US31165",0.2
2015,"Steuben County","05000US18151",0.2
2015,"Grand County","05000US08049",0.2
2016,"Crawford County","05000US20037",0.2
2016,"Carroll County","05000US47017",0.2
2016,"Sequatchie County","05000US47153",0.2
2015,"McCormick County","05000US45065",0.2
2015,"Lowndes County","05000US01085",0.2
2016,"Mercer County","05000US21167",0.2
2016,"Simpson County","05000US21213",0.2
2015,"Simpson County","05000US21213",0.2
2015,"Kanawha County, WV","05000US54039",0.2
2015,"Pittsylvania County","05000US51143",0.2
2016,"Appomattox County","05000US51011",0.2
2016,"Jefferson County, KY","05000US21111",0.2
2016,"Columbia County","05000US53013",0.2
2016,"Stokes County","05000US37169",0.2
2017,"Macon County","05000US29121",0.2
2015,"Madison County, IN","05000US18095",0.2
2016,"St. Charles Parish","05000US22089",0.2
2015,"Williamson County, TX","05000US48491",0.2
2016,"Jefferson County","05000US18077",0.2
2015,"Buena Vista city","05000US51530",0.2
2017,"Carson County","05000US48065",0.2
2016,"Knox County","05000US18083",0.2
2017,"Catoosa County","05000US13047",0.2
2015,"Montgomery County, AL","05000US01101",0.2
2016,"Grant County","05000US40053",0.2
2016,"Hopkins County","05000US21107",0.2
2015,"Mason County","05000US21161",0.2
2016,"Emmons County","05000US38029",0.2
2017,"Perry County","05000US01105",0.2
2016,"Cherry County","05000US31031",0.2
2016,"Jay County","05000US18075",0.2
2015,"Lynchburg city","05000US51680",0.2
2017,"Chowan County","05000US37041",0.2
2017,"Somervell County","05000US48425",0.2
2017,"Livingston Parish, LA","05000US22063",0.2
2016,"Cumberland County, NC","05000US37051",0.2
2017,"Aiken County, SC","05000US45003",0.2
2016,"Uintah County","05000US49047",0.2
2017,"Pender County","05000US37141",0.2
2016,"King County","05000US48269",0.2
2017,"Mecklenburg County","05000US51117",0.2
2015,"Greene County","05000US18055",0.2
2016,"Marshall County","05000US54051",0.2
2015,"Loudon County","05000US47105",0.2
2016,"Russell County","05000US20167",0.199
2017,"Gregory County","05000US46053",0.199
2015,"Woodford County","05000US21239",0.199
2017,"Grady County","05000US40051",0.199
2016,"Rutherford County, TN","05000US47149",0.199
2017,"Guadalupe County, TX","05000US48187",0.199
2016,"Stewart County","05000US47161",0.199
2016,"Chattahoochee County","05000US13053",0.199
2016,"Unicoi County","05000US47171",0.199
2017,"Niobrara County","05000US56027",0.199
2017,"Wagoner County","05000US40145",0.199
2017,"Gila County","05000US04007",0.199
2016,"Montgomery County, AL","05000US01101",0.199
2017,"Sharp County","05000US05135",0.199
2017,"Sebastian County, AR","05000US05131",0.199
2016,"Macon County","05000US01087",0.199
2017,"Tunica County","05000US28143",0.199
2015,"Baldwin County, AL","05000US01003",0.199
2015,"Santa Rosa County, FL","05000US12113",0.199
2017,"Edgefield County","05000US45037",0.199
2017,"Jackson County","05000US01071",0.199
2015,"Smyth County","05000US51173",0.199
2015,"Alcona County","05000US26001",0.199
2015,"Dickenson County","05000US51051",0.199
2017,"Cumberland County","05000US47035",0.199
2016,"Halifax County","05000US51083",0.199
2016,"Northampton County","05000US37131",0.199
2015,"Cheatham County","05000US47021",0.199
2015,"Fredericksburg city","05000US51630",0.199
2016,"West Baton Rouge Parish","05000US22121",0.199
2017,"Emporia city","05000US51595",0.199
2017,"Baldwin County","05000US13009",0.199
2016,"Cannon County","05000US47015",0.199
2016,"Brule County","05000US46015",0.199
2015,"Franklin County","05000US47051",0.199
2016,"Gibson County","05000US47053",0.199
2017,"Howell County","05000US29091",0.199
2015,"Charlottesville city","05000US51540",0.199
2016,"Marion County","05000US54049",0.199
2017,"Franklin County","05000US16041",0.199
2016,"Gates County","05000US37073",0.199
2017,"Wasatch County","05000US49051",0.199
2016,"Montmorency County","05000US26119",0.199
2017,"Barbour County","05000US01005",0.199
2016,"Lake County, IN","05000US18089",0.199
2017,"Buckingham County","05000US51029",0.199
2015,"Wise County","05000US51195",0.199
2016,"Lee County","05000US13177",0.199
2017,"Lake County","05000US08065",0.198
2015,"Kiowa County","05000US08061",0.198
2016,"Nevada County, CA","05000US06057",0.198
2017,"Anderson County, SC","05000US45007",0.198
2016,"Berkeley County, WV","05000US54003",0.198
2016,"Fremont County","05000US08043",0.198
2016,"Cochise County, AZ","05000US04003",0.198
2015,"Monroe County, IN","05000US18105",0.198
2015,"Boyle County","05000US21021",0.198
2015,"Chariton County","05000US29041",0.198
2016,"Rice County","05000US20159",0.198
2016,"Bryan County","05000US13029",0.198
2016,"Pendleton County","05000US21191",0.198
2017,"Northumberland County","05000US51133",0.198
2017,"Gaston County, NC","05000US37071",0.198
2015,"Clark County, WA","05000US53011",0.198
2015,"Montmorency County","05000US26119",0.198
2017,"Jackson County","05000US40065",0.198
2016,"Union County","05000US12125",0.198
2017,"Major County","05000US40093",0.198
2015,"Sullivan County","05000US18153",0.198
2015,"Meigs County","05000US39105",0.198
2016,"Williamson County, TX","05000US48491",0.198
2017,"Vernon County","05000US29217",0.198
2016,"Macon County","05000US29121",0.198
2016,"Lexington County, SC","05000US45063",0.198
2016,"Baraga County","05000US26013",0.198
2017,"Quay County","05000US35037",0.198
2016,"Florence County, SC","05000US45041",0.198
2016,"Cass County","05000US17017",0.198
2016,"Lee County, AL","05000US01081",0.198
2017,"Carbon County","05000US56007",0.198
2016,"Rockingham County","05000US51165",0.198
2016,"Sedgwick County, KS","05000US20173",0.198
2017,"Jefferson County","05000US16051",0.198
2017,"Walton County","05000US13297",0.198
2017,"Woodward County","05000US40153",0.198
2015,"Portsmouth city","05000US51740",0.198
2015,"Pierce County, WA","05000US53053",0.198
2017,"Osage County","05000US40113",0.198
2016,"Leon County, FL","05000US12073",0.198
2015,"San Luis Obispo County, CA","05000US06079",0.198
2016,"Blackford County","05000US18009",0.198
2015,"Bradley County, TN","05000US47011",0.198
2015,"Salt Lake County, UT","05000US49035",0.198
2015,"Lincoln County","05000US08073",0.198
2017,"Charles City County","05000US51036",0.198
2016,"Newton County","05000US18111",0.198
2015,"Waynesboro city","05000US51820",0.198
2017,"Juneau City and Borough","05000US02110",0.198
2015,"Beadle County","05000US46005",0.198
2017,"Lenoir County","05000US37107",0.198
2015,"Effingham County","05000US13103",0.197
2015,"Clark County, IN","05000US18019",0.197
2015,"Emmons County","05000US38029",0.197
2015,"St. Clair County","05000US01115",0.197
2017,"Yancey County","05000US37199",0.197
2016,"Delaware County, IN","05000US18035",0.197
2016,"Marengo County","05000US01091",0.197
2016,"Sumter County, FL","05000US12119",0.197
2016,"Lynchburg city","05000US51680",0.197
2016,"Vilas County","05000US55125",0.197
2016,"Bannock County","05000US16005",0.197
2016,"Butler County","05000US29023",0.197
2015,"Fayette County","05000US01057",0.197
2017,"Covington County","05000US01039",0.197
2016,"Madison County","05000US21151",0.197
2015,"Marion County","05000US21155",0.197
2016,"Morgan County","05000US47129",0.197
2015,"Mercer County","05000US21167",0.197
2015,"Pulaski County","05000US18131",0.197
2017,"Gentry County","05000US29075",0.197
2016,"Salt Lake County, UT","05000US49035",0.197
2015,"Howard County","05000US29089",0.197
2015,"Nelson County","05000US21179",0.197
2015,"Livingston County","05000US29117",0.197
2017,"Davidson County, NC","05000US37057",0.197
2017,"Mississippi County","05000US29133",0.197
2015,"Maury County","05000US47119",0.197
2015,"Pulaski County","05000US29169",0.197
2016,"Randolph County","05000US29175",0.197
2017,"Marion County, IN","05000US18097",0.197
2016,"Lawrence County","05000US18093",0.197
2015,"Lincoln County","05000US56023",0.197
2016,"Buena Vista County","05000US19021",0.197
2017,"Lafayette County","05000US05073",0.197
2017,"Chambers County","05000US48071",0.197
2015,"Calhoun County, AL","05000US01015",0.197
2017,"Malheur County","05000US41045",0.197
2016,"Choctaw County","05000US01023",0.197
2017,"Davidson County, TN","05000US47037",0.197
2016,"Chester County","05000US47023",0.197
2015,"Iosco County","05000US26069",0.197
2015,"Osborne County","05000US20141",0.197
2017,"Clay County","05000US47027",0.197
2016,"Brown County","05000US18013",0.197
2016,"Orange County","05000US51137",0.197
2015,"Coos County","05000US33007",0.197
2016,"White County","05000US18181",0.197
2016,"Boyd County","05000US21019",0.197
2016,"Greenwood County","05000US20073",0.197
2015,"Berrien County, MI","05000US26021",0.197
2015,"Custer County","05000US16037",0.196
2017,"Lyon County","05000US32019",0.196
2016,"Morris County","05000US20127",0.196
2016,"Rich County","05000US49033",0.196
2016,"York County, SC","05000US45091",0.196
2016,"Hancock County","05000US54029",0.196
2016,"Duchesne County","05000US49013",0.196
2017,"Childress County","05000US48075",0.196
2015,"Nez Perce County","05000US16069",0.196
2017,"Bonner County","05000US16017",0.196
2017,"Grainger County","05000US47057",0.196
2015,"Boone County","05000US54005",0.196
2015,"Clare County","05000US26035",0.196
2017,"Fulton County","05000US18049",0.196
2015,"Orange County","05000US51137",0.196
2017,"Forsyth County, NC","05000US37067",0.196
2015,"Ascension Parish, LA","05000US22005",0.196
2015,"Yolo County, CA","05000US06113",0.196
2017,"Fairfield County","05000US45039",0.196
2015,"Warren County","05000US29219",0.196
2015,"Giles County","05000US47055",0.196
2016,"Saline County","05000US31151",0.196
2016,"Emporia city","05000US51595",0.196
2016,"Woodford County","05000US21239",0.196
2016,"Wallace County","05000US20199",0.196
2016,"Linn County","05000US20107",0.196
2015,"Henry County","05000US18065",0.196
2015,"Louisa County","05000US51109",0.196
2016,"Giles County","05000US47055",0.196
2016,"West Feliciana Parish","05000US22125",0.196
2015,"Park County","05000US08093",0.196
2017,"Bamberg County","05000US45009",0.196
2017,"Merced County, CA","05000US06047",0.196
2017,"Lexington County, SC","05000US45063",0.196
2015,"Hawkins County","05000US47073",0.196
2016,"Juneau City and Borough","05000US02110",0.196
2015,"Baraga County","05000US26013",0.196
2017,"Fulton County, GA","05000US13121",0.196
2016,"Gove County","05000US20063",0.196
2015,"Philadelphia County, PA","05000US42101",0.196
2016,"Providence County, RI","05000US44007",0.196
2015,"Marengo County","05000US01091",0.196
2016,"Lincoln County","05000US47103",0.196
2015,"Hopkins County","05000US21107",0.196
2016,"Madison County, IN","05000US18095",0.196
2017,"Pasquotank County","05000US37139",0.196
2015,"Cleveland County, OK","05000US40027",0.196
2016,"Osborne County","05000US20141",0.196
2015,"Lee County","05000US13177",0.196
2017,"Grant County","05000US38037",0.195
2016,"Wood County","05000US54107",0.195
2016,"Arapahoe County, CO","05000US08005",0.195
2017,"Queens County, NY","05000US36081",0.195
2017,"Jefferson County","05000US12065",0.195
2015,"Jennings County","05000US18079",0.195
2015,"Albany County","05000US56001",0.195
2015,"Giles County","05000US51071",0.195
2015,"Nevada County, CA","05000US06057",0.195
2016,"Adair County","05000US29001",0.195
2017,"Patrick County","05000US51141",0.195
2017,"Decatur County","05000US47039",0.195
2017,"Carteret County","05000US37031",0.195
2017,"Perkins County","05000US46105",0.195
2015,"Greensville County","05000US51081",0.195
2016,"Pulaski County","05000US18131",0.195
2015,"Kane County","05000US49025",0.195
2016,"Saline County, AR","05000US05125",0.195
2016,"New Madrid County","05000US29143",0.195
2016,"Franklin County","05000US47051",0.195
2015,"Menominee County","05000US55078",0.195
2017,"Bates County","05000US29013",0.195
2016,"Maury County","05000US47119",0.195
2016,"Logan County","05000US31113",0.195
2015,"Ohio County","05000US54069",0.195
2017,"Dade County","05000US29057",0.195
2015,"Natrona County","05000US56025",0.195
2015,"Clark County","05000US21049",0.195
2016,"Ellis County","05000US40045",0.195
2015,"Cherry County","05000US31031",0.195
2015,"Carroll County","05000US18015",0.195
2015,"Hamilton County, TN","05000US47065",0.195
2016,"Livingston County","05000US29117",0.195
2015,"Dinwiddie County","05000US51053",0.195
2015,"Knox County","05000US18083",0.195
2016,"Linn County","05000US29115",0.195
2015,"Stanley County","05000US46117",0.195
2015,"Woods County","05000US40151",0.195
2017,"Roger Mills County","05000US40129",0.195
2017,"Marion County","05000US01093",0.195
2015,"Polk County","05000US41053",0.195
2017,"Washington County","05000US40147",0.195
2015,"Owen County","05000US21187",0.195
2015,"Rutherford County, TN","05000US47149",0.195
2015,"Craig County","05000US51045",0.194
2015,"Jefferson County","05000US30043",0.194
2017,"Newton County","05000US05101",0.194
2015,"Kings County, NY","05000US36047",0.194
2015,"Roscommon County","05000US26143",0.194
2017,"Pickens County, SC","05000US45077",0.194
2015,"Stewart County","05000US47161",0.194
2015,"Scotts Bluff County","05000US31157",0.194
2016,"Coos County","05000US33007",0.194
2016,"Rogers County","05000US40131",0.194
2016,"Marshall County","05000US21157",0.194
2016,"Franklin city","05000US51620",0.194
2017,"Mobile County, AL","05000US01097",0.194
2015,"Tippecanoe County, IN","05000US18157",0.194
2016,"Coshocton County","05000US39031",0.194
2016,"Wythe County","05000US51197",0.194
2015,"Warren County","05000US51187",0.194
2015,"Wabash County","05000US18169",0.194
2016,"Platte County","05000US56031",0.194
2017,"Russell County","05000US01113",0.194
2015,"Morgan County","05000US39115",0.194
2015,"Cherokee County","05000US20021",0.194
2017,"Henry County","05000US51089",0.194
2015,"Scott County","05000US51169",0.194
2017,"Gem County","05000US16045",0.194
2015,"Middlesex County","05000US51119",0.194
2015,"Sanborn County","05000US46111",0.194
2017,"Greene County","05000US01063",0.194
2017,"Stafford County","05000US20185",0.194
2017,"Cameron Parish","05000US22023",0.194
2016,"Fayette County","05000US01057",0.194
2016,"Sussex County","05000US51183",0.194
2017,"Uintah County","05000US49047",0.194
2016,"Presque Isle County","05000US26141",0.194
2015,"Pueblo County, CO","05000US08101",0.194
2015,"Bath County","05000US51017",0.194
2017,"Custer County","05000US16037",0.194
2017,"Cherokee County, GA","05000US13057",0.194
2017,"Halifax County","05000US37083",0.194
