year,geo_name,geo,median_property_value,median_property_value_moe
2014,"Racine County, WI","05000US55101",167300.0,2097.0
2013,"Mineral County","05000US30061",167300.0,15948.0
2013,"Lawrence County","05000US46081",167100.0,5849.0
2014,"Camden County","05000US29029",167100.0,6396.0
2015,"Cabarrus County, NC","05000US37025",167100.0,3065.0
2014,"Wrangell City and Borough","05000US02275",167100.0,12222.0
2014,"Miami County","05000US20121",167100.0,4984.0
2014,"Schenectady County, NY","05000US36093",166900.0,1640.0
2015,"Crook County","05000US41013",166900.0,8355.0
2014,"East Baton Rouge Parish, LA","05000US22033",166800.0,1719.0
2014,"Macon County","05000US37113",166800.0,6846.0
2015,"Franklin County","05000US53021",166800.0,2971.0
2014,"Hughes County","05000US46065",166700.0,5772.0
2013,"Iredell County, NC","05000US37097",166700.0,3616.0
2015,"Midland County, TX","05000US48329",166700.0,3881.0
2014,"Kenedy County","05000US48261",166700.0,178347.0
2015,"Sauk County","05000US55111",166700.0,3358.0
2015,"Lafayette Parish, LA","05000US22055",166700.0,2614.0
2013,"Schenectady County, NY","05000US36093",166500.0,1930.0
2013,"Sanders County","05000US30089",166500.0,7569.0
2014,"Madison County, AL","05000US01089",166500.0,2148.0
2015,"Blount County, TN","05000US47009",166500.0,2707.0
2015,"Aitkin County","05000US27001",166400.0,4071.0
2015,"Stearns County, MN","05000US27145",166400.0,1734.0
2013,"San Juan Municipio, PR","05000US72127",166400.0,1443.0
2013,"Pickens County","05000US13227",166300.0,5670.0
2014,"Ascension Parish, LA","05000US22005",166300.0,3047.0
2014,"Stearns County, MN","05000US27145",166300.0,1595.0
2015,"Iredell County, NC","05000US37097",166300.0,2716.0
2013,"Montgomery County, TX","05000US48339",166200.0,2848.0
2014,"Box Elder County","05000US49003",166200.0,2692.0
2013,"Stark County","05000US38089",166200.0,5083.0
2013,"Box Elder County","05000US49003",166100.0,2978.0
2015,"Catron County","05000US35003",166000.0,8821.0
2015,"Yakutat City and Borough","05000US02282",166000.0,12966.0
2014,"Nez Perce County","05000US16069",166000.0,3706.0
2014,"West Feliciana Parish","05000US22125",166000.0,22795.0
2014,"Fayette County, KY","05000US21067",166000.0,1814.0
2013,"East Baton Rouge Parish, LA","05000US22033",166000.0,1757.0
2015,"Ferry County","05000US53019",166000.0,8246.0
2015,"Story County","05000US19169",166000.0,3066.0
2013,"Jefferson County","05000US41031",165900.0,8781.0
2014,"Boone County, MO","05000US29019",165900.0,2819.0
2015,"Sullivan County","05000US36105",165900.0,3215.0
2013,"Lumpkin County","05000US13187",165900.0,8048.0
2015,"Iron County","05000US49021",165900.0,4954.0
2013,"Nez Perce County","05000US16069",165900.0,3435.0
2013,"Fayette County, KY","05000US21067",165800.0,1493.0
2015,"Perquimans County","05000US37143",165800.0,11024.0
2013,"Leavenworth County","05000US20103",165800.0,4092.0
2014,"Dickinson County","05000US19059",165800.0,9527.0
2015,"Schenectady County, NY","05000US36093",165800.0,1779.0
2014,"Calumet County","05000US55015",165700.0,2887.0
2015,"Bethel Census Area","05000US02050",165700.0,22469.0
2014,"Cumberland County, NJ","05000US34011",165700.0,2472.0
2013,"Porter County, IN","05000US18127",165700.0,1941.0
2013,"Waynesboro city","05000US51820",165600.0,5500.0
2015,"Macon County","05000US37113",165600.0,7072.0
2014,"Leavenworth County","05000US20103",165500.0,4142.0
2014,"Emmet County","05000US26047",165500.0,3649.0
2014,"Mason County","05000US48319",165500.0,27473.0
2015,"Morton County","05000US38059",165500.0,5128.0
2014,"Garrett County","05000US24023",165500.0,5774.0
2015,"Porter County, IN","05000US18127",165500.0,2209.0
2013,"Macon County","05000US37113",165400.0,5872.0
2014,"Iron County","05000US49021",165400.0,5647.0
2014,"Aitkin County","05000US27001",165400.0,3827.0
2013,"Manatee County, FL","05000US12081",165400.0,2394.0
2015,"Staunton city","05000US51790",165400.0,5899.0
2015,"Garrett County","05000US24023",165300.0,5435.0
2013,"Hall County, GA","05000US13139",165300.0,2390.0
2013,"Dinwiddie County","05000US51053",165300.0,6376.0
2015,"Calumet County","05000US55015",165200.0,2715.0
2013,"Oneida County","05000US55085",165200.0,4263.0
2015,"Juab County","05000US49023",165200.0,6837.0
2015,"DeKalb County, IL","05000US17037",165200.0,2921.0
2013,"Clark County, NV","05000US32003",165000.0,1139.0
2015,"Morgan County","05000US54065",165000.0,5772.0
2014,"Porter County, IN","05000US18127",165000.0,2054.0
2013,"Berkeley County, WV","05000US54003",165000.0,2935.0
2014,"Sanpete County","05000US49039",165000.0,4319.0
2013,"Shelby County","05000US21211",165000.0,5478.0
2015,"Otter Tail County","05000US27111",164900.0,3050.0
2015,"Isanti County","05000US27059",164900.0,3175.0
2014,"San Juan Municipio, PR","05000US72127",164800.0,1711.0
2013,"Hamilton County","05000US36041",164700.0,5025.0
2014,"Alachua County, FL","05000US12001",164600.0,2686.0
2015,"Racine County, WI","05000US55101",164600.0,2736.0
2015,"Scott County","05000US21209",164600.0,4269.0
2015,"Fannin County","05000US13111",164600.0,7321.0
2014,"Cass County, ND","05000US38017",164600.0,3019.0
2013,"Madison County, AL","05000US01089",164500.0,1865.0
2015,"Camas County","05000US16025",164500.0,34070.0
2014,"Lebanon County, PA","05000US42075",164500.0,1747.0
2015,"Essex County","05000US51057",164400.0,7877.0
2015,"Lincoln County","05000US30053",164400.0,13253.0
2013,"Lake County","05000US08065",164400.0,10087.0
2014,"Dorchester County, SC","05000US45035",164400.0,3438.0
2015,"Sanpete County","05000US49039",164400.0,4231.0
2015,"Lake County","05000US06033",164300.0,7349.0
2013,"Lebanon County, PA","05000US42075",164300.0,1909.0
2013,"Caledonia County","05000US50005",164300.0,3743.0
2014,"Greene County","05000US13133",164300.0,20219.0
2013,"Calumet County","05000US55015",164300.0,2986.0
2014,"Story County","05000US19169",164200.0,2814.0
2014,"Davie County","05000US37059",164100.0,7014.0
2013,"Modoc County","05000US06049",164100.0,9184.0
2015,"Flagler County","05000US12035",164100.0,3372.0
2013,"Sanpete County","05000US49039",164100.0,4466.0
2015,"Alachua County, FL","05000US12001",164000.0,3139.0
2013,"Towns County","05000US13281",164000.0,8782.0
2014,"Juab County","05000US49023",164000.0,6089.0
2014,"Franklin County","05000US53021",163900.0,2721.0
2013,"Lamar County","05000US28073",163900.0,5915.0
2013,"Blount County, TN","05000US47009",163900.0,2895.0
2013,"Gurabo Municipio","05000US72063",163900.0,6628.0
2014,"Flagler County","05000US12035",163800.0,3308.0
2015,"Orange County, FL","05000US12095",163800.0,1485.0
2014,"Lafayette Parish, LA","05000US22055",163800.0,2581.0
2014,"Kenosha County, WI","05000US55059",163800.0,1813.0
2015,"Lebanon County, PA","05000US42075",163800.0,1994.0
2015,"Sarpy County, NE","05000US31153",163800.0,1720.0
2013,"Franklin County","05000US51067",163700.0,5930.0
2014,"Manatee County, FL","05000US12081",163700.0,2254.0
2013,"Fairfield County, OH","05000US39045",163700.0,2028.0
2014,"Blount County, TN","05000US47009",163600.0,2630.0
2015,"Gurabo Municipio","05000US72063",163600.0,7533.0
2014,"DeKalb County, GA","05000US13089",163600.0,2168.0
2014,"Gurabo Municipio","05000US72063",163500.0,6341.0
2014,"Rich County","05000US49033",163400.0,32715.0
2015,"Montour County","05000US42093",163400.0,6122.0
2014,"Fairfield County, OH","05000US39045",163300.0,2314.0
2015,"Iowa County","05000US55049",163300.0,4161.0
2015,"Guadalupe County, TX","05000US48187",163300.0,2612.0
2015,"Union County","05000US41061",163200.0,7225.0
2015,"Fairfield County, OH","05000US39045",163100.0,2189.0
2015,"San Juan Municipio, PR","05000US72127",163100.0,1567.0
2013,"Tulare County, CA","05000US06107",163100.0,1901.0
2015,"Emmet County","05000US26047",163100.0,4607.0
2014,"Clark County, NV","05000US32003",163100.0,804.0
2014,"Hamilton County","05000US36041",163100.0,5979.0
2013,"Camas County","05000US16025",163000.0,16543.0
2014,"Perquimans County","05000US37143",163000.0,13490.0
2014,"Franklin County","05000US51067",163000.0,6459.0
2013,"Lafayette County","05000US28071",163000.0,11819.0
2015,"DeKalb County, GA","05000US13089",163000.0,2198.0
2013,"Glynn County","05000US13127",162900.0,5562.0
2014,"Pasquotank County","05000US37139",162800.0,6789.0
2014,"Towns County","05000US13281",162700.0,12042.0
2015,"Tulare County, CA","05000US06107",162700.0,2032.0
2015,"Meade County","05000US46093",162700.0,6487.0
2015,"Okanogan County","05000US53047",162700.0,5631.0
2015,"Oneida County","05000US55085",162600.0,3821.0
2014,"Okanogan County","05000US53047",162600.0,6929.0
2013,"Juab County","05000US49023",162600.0,6864.0
2013,"Washakie County","05000US56043",162600.0,10297.0
2015,"Hamilton County","05000US36041",162600.0,7883.0
2014,"Prince of Wales-Hyder Census Area","05000US02198",162600.0,8309.0
2015,"Prince of Wales-Hyder Census Area","05000US02198",162600.0,9267.0
2013,"Prince of Wales-Hyder Census Area","05000US02198",162500.0,8681.0
2014,"Northampton County","05000US51131",162500.0,13706.0
2015,"West Baton Rouge Parish","05000US22121",162500.0,7861.0
2013,"Miami County","05000US20121",162500.0,4252.0
2013,"Lafayette Parish, LA","05000US22055",162500.0,2380.0
2013,"Sawyer County","05000US55113",162500.0,4402.0
2013,"Daggett County","05000US49009",162500.0,22588.0
2013,"Blanco County","05000US48031",162500.0,9930.0
2015,"Berkeley County, WV","05000US54003",162500.0,2798.0
2015,"Caledonia County","05000US50005",162400.0,4798.0
2015,"Cumberland County, NJ","05000US34011",162400.0,2326.0
2015,"Hendricks County, IN","05000US18063",162400.0,2674.0
2014,"Berkeley County, WV","05000US54003",162400.0,2741.0
2013,"Sarpy County, NE","05000US31153",162400.0,1650.0
2013,"Trujillo Alto Municipio","05000US72139",162300.0,2145.0
2015,"Brown County","05000US18013",162300.0,7219.0
2013,"Kane County","05000US49025",162300.0,9942.0
2013,"Santa Rosa County, FL","05000US12113",162300.0,3097.0
2015,"LaGrange County","05000US18087",162200.0,7600.0
2014,"Hall County, GA","05000US13139",162200.0,2592.0
2013,"Story County","05000US19169",162200.0,2957.0
2013,"Boone County, MO","05000US29019",162200.0,2507.0
2014,"Sarpy County, NE","05000US31153",162100.0,1742.0
2013,"Davie County","05000US37059",162100.0,6107.0
2015,"Cascade County","05000US30013",162100.0,2136.0
2014,"Kandiyohi County","05000US27067",162000.0,3606.0
2013,"Pacific County","05000US53049",162000.0,4301.0
2014,"Otter Tail County","05000US27111",162000.0,2542.0
2014,"Oneida County","05000US55085",162000.0,4086.0
2014,"Orange County, FL","05000US12095",161900.0,1290.0
2015,"Lincoln County","05000US35027",161900.0,9501.0
2015,"Kenosha County, WI","05000US55059",161800.0,2307.0
2014,"Caledonia County","05000US50005",161800.0,4598.0
2015,"Parker County, TX","05000US48367",161800.0,5589.0
2014,"Kern County, CA","05000US06029",161800.0,1782.0
2013,"Monongalia County, WV","05000US54061",161800.0,3914.0
2013,"Kandiyohi County","05000US27067",161800.0,3968.0
2014,"White County","05000US13311",161700.0,13287.0
2013,"Kern County, CA","05000US06029",161700.0,1699.0
2014,"Pima County, AZ","05000US04019",161700.0,1163.0
2013,"Madison County","05000US37115",161700.0,9712.0
2013,"Franklin County","05000US53021",161600.0,2876.0
2013,"Surry County","05000US51181",161600.0,14536.0
2015,"Custer County","05000US16037",161500.0,14755.0
2015,"Rabun County","05000US13241",161500.0,8930.0
2014,"Ferry County","05000US53019",161500.0,9621.0
2015,"Blue Earth County","05000US27013",161500.0,2754.0
2014,"Monongalia County, WV","05000US54061",161500.0,4088.0
2014,"Trujillo Alto Municipio","05000US72139",161400.0,2017.0
2015,"Santa Rosa County, FL","05000US12113",161400.0,3390.0
2013,"Scott County","05000US21209",161300.0,4820.0
2014,"Iowa County","05000US55049",161300.0,3896.0
2015,"Bayfield County","05000US55007",161300.0,2790.0
2014,"Lamar County","05000US28073",161300.0,4796.0
2013,"Jackson County","05000US13157",161300.0,3352.0
2015,"Haywood County","05000US37087",161300.0,5825.0
2013,"Fannin County","05000US13111",161300.0,8911.0
2014,"Waynesboro city","05000US51820",161300.0,6423.0
2015,"Merced County, CA","05000US06047",161200.0,2605.0
2013,"Morgan County","05000US54065",161200.0,6238.0
2013,"Dodge County","05000US27039",161100.0,3555.0
2014,"Walton County","05000US12131",161100.0,8814.0
2015,"Holmes County","05000US39075",161100.0,7853.0
2014,"Tulare County, CA","05000US06107",161000.0,2047.0
2014,"LaGrange County","05000US18087",161000.0,6224.0
2015,"Franklin County","05000US16041",160900.0,6054.0
2013,"Hughes County","05000US46065",160900.0,6596.0
2015,"Northampton County","05000US51131",160900.0,14700.0
2013,"Essex County","05000US51057",160800.0,7391.0
2015,"Kandiyohi County","05000US27067",160800.0,3114.0
2015,"Washakie County","05000US56043",160800.0,9160.0
2013,"Okanogan County","05000US53047",160800.0,5926.0
2015,"Rutherford County, TN","05000US47149",160700.0,2038.0
2013,"Madison County","05000US19121",160700.0,6400.0
2014,"Hendricks County, IN","05000US18063",160700.0,2232.0
2014,"Morgan County","05000US54065",160700.0,5519.0
2015,"Pottawatomie County","05000US20149",160700.0,5890.0
2015,"Knox County, TN","05000US47093",160700.0,1918.0
2014,"Richland County","05000US30083",160700.0,8494.0
2014,"Grant County","05000US53025",160600.0,5199.0
2015,"Llano County","05000US48299",160600.0,11656.0
2014,"Weston County","05000US56045",160600.0,23864.0
2015,"Grand Forks County","05000US38035",160600.0,3164.0
2015,"McLean County, IL","05000US17113",160500.0,2065.0
2013,"Iowa County","05000US55049",160500.0,4625.0
2014,"Lincoln County","05000US30053",160500.0,12803.0
2014,"Scott County","05000US21209",160400.0,4927.0
2013,"Dearborn County","05000US18029",160400.0,3858.0
2015,"Jessamine County","05000US21113",160400.0,6314.0
2015,"Sawyer County","05000US55113",160400.0,3845.0
2015,"Monroe County, IN","05000US18105",160400.0,3298.0
2015,"Union County","05000US42119",160200.0,5977.0
2013,"LaGrange County","05000US18087",160200.0,6251.0
2015,"Madison County","05000US19121",160200.0,6278.0
2014,"Dodge County","05000US27039",160200.0,4300.0
2014,"Surry County","05000US51181",160200.0,14343.0
2014,"Rabun County","05000US13241",160200.0,11763.0
2014,"Santa Rosa County, FL","05000US12113",160200.0,3323.0
2015,"Green County","05000US55045",160200.0,3196.0
2015,"York County, SC","05000US45091",160100.0,2501.0
2014,"Llano County","05000US48299",160000.0,13580.0
2015,"Brazos County, TX","05000US48041",160000.0,2965.0
2013,"Hillsborough County, FL","05000US12057",160000.0,1181.0
2015,"Humboldt County","05000US32013",159900.0,10076.0
2015,"Warren County","05000US19181",159900.0,3443.0
2015,"Perry County","05000US42099",159900.0,2831.0
2015,"Madison County","05000US37115",159900.0,7382.0
2014,"Cascade County","05000US30013",159900.0,2293.0
2015,"Pima County, AZ","05000US04019",159900.0,1136.0
2013,"Hendricks County, IN","05000US18063",159800.0,2169.0
2015,"Pennington County, SD","05000US46103",159800.0,2570.0
2014,"Union County","05000US41061",159800.0,7124.0
2014,"Crook County","05000US41013",159800.0,9046.0
2014,"Plaquemines Parish","05000US22075",159700.0,13390.0
2015,"Southampton County","05000US51175",159700.0,10177.0
2015,"Horry County, SC","05000US45051",159700.0,2201.0
2015,"Hall County, GA","05000US13139",159700.0,2720.0
2014,"Pamlico County","05000US37137",159700.0,12543.0
2015,"Union County","05000US46127",159700.0,6487.0
2013,"Otter Tail County","05000US27111",159700.0,2572.0
2013,"Dickinson County","05000US19059",159700.0,7706.0
2015,"Wilson County","05000US48493",159700.0,7302.0
2015,"Charles City County","05000US51036",159600.0,6676.0
2015,"Cass County, MO","05000US29037",159600.0,2831.0
2013,"Horry County, SC","05000US45051",159600.0,1981.0
2015,"Georgetown County","05000US45043",159600.0,8376.0
2015,"Wyoming County","05000US42131",159500.0,3560.0
2015,"Wabasha County","05000US27157",159500.0,4234.0
2013,"Walton County","05000US12131",159500.0,8725.0
2015,"Clay County","05000US27027",159500.0,3061.0
2013,"Fremont County","05000US08043",159500.0,4443.0
2014,"Fannin County","05000US13111",159400.0,8014.0
2013,"Sevier County","05000US47155",159400.0,4845.0
2015,"Greene County, OH","05000US39057",159400.0,2038.0
2014,"Warren County","05000US19181",159300.0,3883.0
2013,"York County, SC","05000US45091",159300.0,2360.0
2014,"Dinwiddie County","05000US51053",159300.0,9230.0
2013,"Fulton County","05000US42057",159300.0,3408.0
2014,"Dauphin County, PA","05000US42043",159200.0,1689.0
2015,"Glynn County","05000US13127",159200.0,6518.0
2015,"Dauphin County, PA","05000US42043",159200.0,1541.0
2014,"Franklin County","05000US16041",159200.0,6107.0
2015,"Lafayette County","05000US28071",159200.0,8198.0
2014,"Southampton County","05000US51175",159200.0,9229.0
2014,"Sawyer County","05000US55113",159200.0,4117.0
2015,"Hillsborough County, FL","05000US12057",159200.0,1161.0
2013,"Polk County","05000US55095",159100.0,2210.0
2013,"Rutherford County, TN","05000US47149",159100.0,2079.0
2015,"Cheatham County","05000US47021",159100.0,4778.0
2014,"Blue Earth County","05000US27013",159100.0,2951.0
2015,"Dearborn County","05000US18029",159100.0,3632.0
2015,"Sevier County","05000US47155",159000.0,4627.0
2014,"Catron County","05000US35003",159000.0,19424.0
2015,"Houston County","05000US27055",159000.0,3995.0
2013,"Llano County","05000US48299",159000.0,13774.0
2013,"Lee County","05000US13177",159000.0,6422.0
2013,"Carlton County","05000US27017",159000.0,3382.0
2015,"Burnet County","05000US48053",158900.0,7672.0
2013,"Cass County, ND","05000US38017",158900.0,2677.0
2015,"Trujillo Alto Municipio","05000US72139",158900.0,2500.0
2013,"Catron County","05000US35003",158900.0,28337.0
2013,"Dauphin County, PA","05000US42043",158800.0,1704.0
2014,"McLean County, IL","05000US17113",158800.0,2145.0
2013,"Georgetown County","05000US45043",158800.0,9609.0
2015,"Pasquotank County","05000US37139",158800.0,5706.0
2013,"Boone County","05000US17007",158800.0,4893.0
2014,"Monroe County, IN","05000US18105",158700.0,3196.0
2013,"Brown County, WI","05000US55009",158700.0,1471.0
2014,"Guadalupe County, TX","05000US48187",158700.0,2507.0
2014,"Dearborn County","05000US18029",158700.0,3456.0
2014,"Perry County","05000US42099",158700.0,2532.0
2015,"Dodge County","05000US27039",158700.0,4358.0
2014,"York County, SC","05000US45091",158700.0,2270.0
2014,"Washakie County","05000US56043",158700.0,13033.0
2013,"Bayfield County","05000US55007",158600.0,3065.0
2013,"Clay County, FL","05000US12019",158600.0,3064.0
2014,"Brown County, WI","05000US55009",158600.0,1362.0
2015,"Hamilton County, TN","05000US47065",158600.0,1956.0
2013,"Woodford County","05000US17203",158600.0,3999.0
2014,"Grays Harbor County","05000US53027",158500.0,3832.0
2015,"Fremont County","05000US08043",158500.0,5001.0
2013,"Milwaukee County, WI","05000US55079",158400.0,846.0
2014,"Pacific County","05000US53049",158400.0,5911.0
2015,"Brown County, WI","05000US55009",158400.0,1556.0
2013,"Perry County","05000US42099",158400.0,2937.0
2014,"Knox County, TN","05000US47093",158400.0,1540.0
2014,"Carlton County","05000US27017",158400.0,3656.0
2014,"Greene County, OH","05000US39057",158300.0,2305.0
2015,"Grays Harbor County","05000US53027",158300.0,4197.0
2013,"Green County","05000US55045",158300.0,3920.0
2014,"Bayfield County","05000US55007",158300.0,3472.0
2015,"Kerr County","05000US48265",158200.0,7494.0
2013,"Lincoln County","05000US30053",158200.0,13000.0
2013,"Benton County","05000US27009",158200.0,3385.0
2015,"Yakima County, WA","05000US53077",158200.0,2252.0
2014,"Jessamine County","05000US21113",158200.0,5778.0
2015,"Woodford County","05000US17203",158200.0,4290.0
2013,"Blue Earth County","05000US27013",158100.0,3011.0
2014,"Meade County","05000US46093",158100.0,6005.0
2014,"Essex County","05000US51057",158100.0,8517.0
2014,"Jefferson County","05000US41031",158100.0,9473.0
2014,"Madison County","05000US37115",158100.0,8641.0
2013,"Greene County, OH","05000US39057",158000.0,2073.0
2015,"Jackson County","05000US08057",158000.0,33134.0
2014,"Sevier County","05000US47155",158000.0,4040.0
2014,"Woodford County","05000US17203",158000.0,3757.0
2013,"Winona County","05000US27169",158000.0,2895.0
2013,"Baltimore city, MD","05000US24510",157900.0,1731.0
2015,"Niobrara County","05000US56027",157900.0,12224.0
2014,"Parker County, TX","05000US48367",157900.0,3959.0
2014,"Montour County","05000US42093",157900.0,6488.0
2013,"Cascade County","05000US30013",157900.0,2325.0
2014,"Yakima County, WA","05000US53077",157900.0,2298.0
2014,"Austin County","05000US48015",157800.0,6499.0
2015,"Bay County, FL","05000US12005",157800.0,3208.0
2015,"Winneshiek County","05000US19191",157800.0,4784.0
2015,"Waldo County","05000US23027",157800.0,3582.0
2015,"Indian River County, FL","05000US12061",157800.0,3696.0
2014,"Wyoming County","05000US42131",157800.0,3400.0
2014,"Horry County, SC","05000US45051",157700.0,2104.0
2015,"Lake County","05000US27075",157700.0,5647.0
2013,"Grays Harbor County","05000US53027",157600.0,3728.0
2013,"Bay County, FL","05000US12005",157600.0,3531.0
2014,"Hancock County","05000US18059",157600.0,3148.0
2015,"Grant County","05000US53025",157500.0,4978.0
2013,"Pamlico County","05000US37137",157500.0,15506.0
2013,"Jefferson County","05000US16051",157500.0,6031.0
2013,"Butler County, OH","05000US39017",157400.0,1561.0
2013,"Brown County","05000US18013",157400.0,5518.0
2013,"Knox County, TN","05000US47093",157400.0,1689.0
2013,"Indian River County, FL","05000US12061",157400.0,3964.0
2014,"Green County","05000US55045",157400.0,3458.0
2013,"Wrangell City and Borough","05000US02275",157400.0,12009.0
2015,"Lee County, FL","05000US12071",157400.0,1981.0
2014,"Fremont County","05000US08043",157400.0,5128.0
2014,"Rutherford County, TN","05000US47149",157400.0,2145.0
2014,"Midland County, TX","05000US48329",157300.0,3872.0
2014,"Modoc County","05000US06049",157300.0,11248.0
2015,"Butler County, OH","05000US39017",157200.0,1690.0
2014,"Glynn County","05000US13127",157200.0,6280.0
2014,"Hamilton County, TN","05000US47065",157200.0,1688.0
2013,"McLean County, IL","05000US17113",157200.0,1801.0
2015,"Meeker County","05000US27093",157200.0,3287.0
2015,"Polk County, IA","05000US19153",157200.0,1526.0
2014,"Haywood County","05000US37087",157200.0,5872.0
2013,"Walton County","05000US13297",157100.0,3891.0
2013,"Meade County","05000US46093",157100.0,5025.0
2015,"Lee County","05000US13177",157100.0,7929.0
2015,"Austin County","05000US48015",157000.0,8650.0
2013,"Haywood County","05000US37087",156900.0,5046.0
2015,"Carlton County","05000US27017",156900.0,3746.0
2014,"Richmond County","05000US51159",156800.0,13396.0
2014,"Yakutat City and Borough","05000US02282",156800.0,12279.0
2013,"Franklin County","05000US16041",156800.0,6287.0
2014,"Jackson County","05000US13157",156700.0,3633.0
2015,"La Crosse County, WI","05000US55063",156700.0,2343.0
2014,"Hillsborough County, FL","05000US12057",156700.0,1131.0
2014,"Madison County","05000US19121",156600.0,7441.0
2015,"Garfield County","05000US49017",156600.0,8418.0
2013,"Rich County","05000US49033",156600.0,28321.0
2013,"Union County","05000US41061",156600.0,6595.0
2014,"Garfield County","05000US49017",156600.0,9699.0
2013,"Clarke County, GA","05000US13059",156600.0,2530.0
2014,"Cheatham County","05000US47021",156500.0,5810.0
2014,"Bay County, FL","05000US12005",156500.0,3277.0
2015,"Dawson County","05000US30021",156500.0,8748.0
2015,"Tuscaloosa County, AL","05000US01125",156500.0,2567.0
2013,"Houston County","05000US27055",156500.0,3873.0
2014,"Lee County","05000US13177",156400.0,9146.0
2014,"Morton County","05000US38059",156400.0,4102.0
2014,"Indian River County, FL","05000US12061",156300.0,3626.0
2013,"Monroe County, IN","05000US18105",156300.0,3140.0
2013,"Ferry County","05000US53019",156300.0,9993.0
2013,"Lincoln County","05000US35027",156300.0,8829.0
2013,"Orleans County","05000US50019",156300.0,4519.0
2015,"Floyd County","05000US18043",156300.0,3747.0
2014,"Butler County, OH","05000US39017",156300.0,1702.0
2013,"Clinton County","05000US26037",156300.0,2878.0
2014,"Fulton County","05000US42057",156300.0,3971.0
2015,"Hancock County","05000US18059",156300.0,3220.0
2014,"Brown County","05000US18013",156300.0,7272.0
2013,"Yakima County, WA","05000US53077",156300.0,2528.0
2013,"Dunn County","05000US55033",156200.0,3812.0
2014,"Wabasha County","05000US27157",156200.0,4434.0
2015,"Pacific County","05000US53049",156200.0,5538.0
2015,"Waynesboro city","05000US51820",156200.0,6938.0
2014,"Outagamie County, WI","05000US55087",156200.0,1876.0
2015,"Greenville County, SC","05000US45045",156200.0,1684.0
2015,"Benton County","05000US27009",156100.0,2611.0
2013,"Alleghany County","05000US37005",156100.0,10421.0
2015,"Guilford County, NC","05000US37081",156100.0,1859.0
2013,"Pennington County, SD","05000US46103",156100.0,2848.0
2013,"Waldo County","05000US23027",156000.0,3786.0
2014,"Cass County, MO","05000US29037",156000.0,2956.0
2013,"Guilford County, NC","05000US37081",156000.0,1886.0
2014,"Meeker County","05000US27093",156000.0,4031.0
2014,"Waldo County","05000US23027",156000.0,3619.0
2015,"Brookings County","05000US46011",156000.0,5848.0
2013,"Guadalupe County, TX","05000US48187",156000.0,2747.0
2013,"Meeker County","05000US27093",156000.0,4055.0
2015,"Jefferson County","05000US16051",156000.0,6692.0
2015,"Outagamie County, WI","05000US55087",155900.0,1827.0
2015,"Cass County","05000US31025",155900.0,5631.0
2015,"Rio Arriba County","05000US35039",155900.0,7997.0
2014,"Houston County","05000US27055",155900.0,4602.0
2015,"Robertson County","05000US47147",155800.0,4536.0
2015,"King and Queen County","05000US51097",155800.0,21330.0
2015,"White County","05000US13311",155800.0,9528.0
2014,"Pike County","05000US13231",155800.0,6074.0
2013,"Ward County","05000US38101",155800.0,4657.0
2014,"Jefferson County","05000US16051",155700.0,6023.0
2015,"Jackson County","05000US13157",155700.0,3771.0
2013,"Lincoln County","05000US53043",155700.0,7073.0
2013,"Richmond County","05000US51159",155700.0,12083.0
2013,"Outagamie County, WI","05000US55087",155700.0,2175.0
2014,"Orleans County","05000US50019",155600.0,4714.0
2015,"Bonneville County, ID","05000US16019",155600.0,2080.0
2013,"Pender County","05000US37141",155600.0,5083.0
2015,"Clermont County, OH","05000US39025",155500.0,2248.0
2014,"Clay County","05000US27027",155500.0,3053.0
2015,"Itasca County","05000US27061",155500.0,3302.0
2014,"Benton County","05000US27009",155500.0,3597.0
2015,"Platte County","05000US56031",155500.0,7280.0
2014,"Polk County","05000US55095",155500.0,2689.0
2014,"Guilford County, NC","05000US37081",155500.0,1650.0
2015,"Ottawa County, MI","05000US26139",155400.0,1300.0
2013,"Hancock County","05000US18059",155400.0,3379.0
2013,"Steele County","05000US27147",155400.0,3200.0
2015,"Minnehaha County, SD","05000US46099",155400.0,1704.0
2014,"Lincoln County","05000US35027",155400.0,9245.0
2013,"Effingham County","05000US13103",155400.0,4431.0
2013,"McLeod County","05000US27085",155400.0,3498.0
2014,"Polk County, IA","05000US19153",155400.0,1311.0
2014,"Holmes County","05000US39075",155300.0,7469.0
2015,"Dinwiddie County","05000US51053",155300.0,7091.0
2014,"Georgetown County","05000US45043",155300.0,9730.0
2015,"Floyd County","05000US51063",155300.0,11242.0
2014,"Winneshiek County","05000US19191",155300.0,5608.0
2015,"Plaquemines Parish","05000US22075",155300.0,16015.0
2014,"Prince Edward County","05000US51147",155200.0,10799.0
2013,"Clay County","05000US27027",155200.0,3544.0
2015,"Pike County","05000US13231",155200.0,6472.0
2013,"Wyoming County","05000US42131",155100.0,3687.0
2013,"Carolina Municipio, PR","05000US72031",155100.0,1892.0
2015,"Polk County","05000US55095",155100.0,2200.0
2014,"Lake County","05000US27075",155100.0,5596.0
2015,"Putnam County","05000US13237",155100.0,15917.0
2014,"Baltimore city, MD","05000US24510",155000.0,1274.0
2014,"Clinton County","05000US26037",155000.0,2646.0
2013,"Klamath County","05000US41035",155000.0,4471.0
2015,"Galveston County, TX","05000US48167",155000.0,2509.0
2013,"Cass County, MO","05000US29037",154900.0,2316.0
2015,"Clay County, MO","05000US29047",154900.0,1821.0
