year,geo_name,geo,income,income_moe,income_rank
2014,"Loudoun County, VA","05000US51107",123966.0,1443.0,1.0
2015,"Loudoun County, VA","05000US51107",123453.0,1436.0,1.0
2013,"Loudoun County, VA","05000US51107",122238.0,1652.0,1.0
2015,"Falls Church city","05000US51610",120522.0,7243.0,2.0
2014,"Falls Church city","05000US51610",120500.0,7427.0,2.0
2013,"Falls Church city","05000US51610",120000.0,10585.0,2.0
2015,"Fairfax County, VA","05000US51059",112552.0,1041.0,3.0
2014,"Fairfax County, VA","05000US51059",112102.0,1006.0,3.0
2013,"Fairfax County, VA","05000US51059",110292.0,933.0,3.0
2015,"Howard County, MD","05000US24027",110238.0,1963.0,4.0
2014,"Howard County, MD","05000US24027",110133.0,2364.0,4.0
2013,"Howard County, MD","05000US24027",109865.0,2210.0,4.0
2013,"Los Alamos County","05000US35028",106686.0,4955.0,5.0
2014,"Hunterdon County, NJ","05000US34019",106519.0,3055.0,5.0
2013,"Hunterdon County, NJ","05000US34019",106143.0,3050.0,6.0
2014,"Los Alamos County","05000US35028",105989.0,5896.0,6.0
2015,"Arlington County, VA","05000US51013",105763.0,2428.0,5.0
2015,"Hunterdon County, NJ","05000US34019",105444.0,2651.0,6.0
2015,"Fairfax city","05000US51600",105297.0,7530.0,7.0
2014,"Arlington County, VA","05000US51013",105120.0,1902.0,7.0
2013,"Arlington County, VA","05000US51013",103208.0,2096.0,7.0
2015,"Douglas County, CO","05000US08035",102964.0,1796.0,8.0
2014,"Douglas County, CO","05000US08035",102626.0,1592.0,8.0
2015,"Los Alamos County","05000US35028",101934.0,5499.0,9.0
2013,"Douglas County, CO","05000US08035",101591.0,1496.0,8.0
2014,"Somerset County, NJ","05000US34035",100903.0,1388.0,9.0
2015,"Somerset County, NJ","05000US34035",100667.0,1308.0,10.0
2014,"Fairfax city","05000US51600",100584.0,6960.0,10.0
2015,"Morris County, NJ","05000US34027",100214.0,1277.0,11.0
2015,"Nassau County, NY","05000US36059",99465.0,1000.0,12.0
2015,"Montgomery County, MD","05000US24031",99435.0,952.0,13.0
2014,"Morris County, NJ","05000US34027",99142.0,1213.0,11.0
2013,"Somerset County, NJ","05000US34035",99020.0,1528.0,9.0
2014,"Stafford County, VA","05000US51179",98721.0,2449.0,12.0
2014,"Montgomery County, MD","05000US24031",98704.0,1307.0,13.0
2015,"Prince William County, VA","05000US51153",98657.0,1268.0,14.0
2013,"Morris County, NJ","05000US34027",98633.0,1410.0,10.0
2014,"Prince William County, VA","05000US51153",98514.0,1689.0,14.0
2014,"Nassau County, NY","05000US36059",98401.0,1104.0,15.0
2013,"Montgomery County, MD","05000US24031",98221.0,1254.0,11.0
2013,"Prince William County, VA","05000US51153",98071.0,1668.0,12.0
2013,"Nassau County, NY","05000US36059",97690.0,932.0,13.0
2013,"Fairfax city","05000US51600",97242.0,7930.0,14.0
2015,"Stafford County, VA","05000US51179",97144.0,2422.0,15.0
2013,"Stafford County, VA","05000US51179",97110.0,2291.0,15.0
2015,"Williamson County, TN","05000US47187",96565.0,2394.0,16.0
2015,"Santa Clara County, CA","05000US06085",96310.0,783.0,17.0
2014,"Putnam County, NY","05000US36079",96262.0,2943.0,16.0
2015,"Putnam County, NY","05000US36079",96148.0,2627.0,18.0
2015,"Calvert County","05000US24009",95828.0,1911.0,19.0
2013,"Calvert County","05000US24009",95477.0,3372.0,16.0
2014,"Calvert County","05000US24009",95425.0,2973.0,17.0
2013,"Putnam County, NY","05000US36079",95117.0,3624.0,17.0
2014,"Santa Clara County, CA","05000US06085",93854.0,745.0,18.0
2015,"San Mateo County, CA","05000US06081",93623.0,1412.0,20.0
2015,"Marin County, CA","05000US06041",93257.0,2610.0,21.0
2013,"Charles County, MD","05000US24017",93160.0,2223.0,18.0
2014,"Fauquier County","05000US51061",92078.0,3739.0,19.0
2015,"Delaware County, OH","05000US39041",91955.0,1912.0,22.0
2014,"Delaware County, OH","05000US39041",91936.0,1908.0,20.0
2014,"Charles County, MD","05000US24017",91910.0,2215.0,21.0
2015,"Summit County","05000US49043",91773.0,5336.0,23.0
2014,"Williamson County, TN","05000US47187",91743.0,2980.0,22.0
2013,"Santa Clara County, CA","05000US06085",91702.0,705.0,19.0
2015,"Fauquier County","05000US51061",91609.0,3727.0,24.0
2014,"Marin County, CA","05000US06041",91529.0,2681.0,23.0
2014,"San Mateo County, CA","05000US06081",91421.0,1320.0,24.0
2013,"Marin County, CA","05000US06041",90839.0,2396.0,20.0
2015,"Charles County, MD","05000US24017",90607.0,1803.0,25.0
2014,"Summit County","05000US49043",89886.0,4162.0,25.0
2015,"Anne Arundel County, MD","05000US24003",89860.0,1208.0,26.0
2013,"Williamson County, TN","05000US47187",89779.0,2972.0,21.0
2013,"Delaware County, OH","05000US39041",89757.0,1934.0,22.0
2015,"Fort Bend County, TX","05000US48157",89152.0,1584.0,27.0
2015,"Alexandria city, VA","05000US51510",89134.0,2597.0,28.0
2014,"Anne Arundel County, MD","05000US24003",89031.0,1304.0,26.0
2015,"Forsyth County, GA","05000US13117",88816.0,2165.0,29.0
2015,"Suffolk County, NY","05000US36103",88663.0,826.0,30.0
2013,"Fauquier County","05000US51061",88409.0,3809.0,23.0
2014,"Suffolk County, NY","05000US36103",88323.0,1030.0,27.0
2015,"Norfolk County, MA","05000US25021",88262.0,1348.0,31.0
2013,"San Mateo County, CA","05000US06081",88202.0,1719.0,24.0
2014,"St. Mary's County, MD","05000US24037",88190.0,1740.0,28.0
2015,"Williams County","05000US38105",88013.0,5058.0,32.0
2015,"Scott County, MN","05000US27139",87794.0,2092.0,33.0
2013,"Suffolk County, NY","05000US36103",87763.0,1101.0,25.0
2014,"Forsyth County, GA","05000US13117",87657.0,1814.0,29.0
2015,"Rockwall County","05000US48397",87524.0,3352.0,34.0
2013,"Anne Arundel County, MD","05000US24003",87430.0,1300.0,26.0
2014,"Sussex County, NJ","05000US34037",87397.0,2020.0,30.0
2013,"Sussex County, NJ","05000US34037",87335.0,2070.0,27.0
2014,"Alexandria city, VA","05000US51510",87319.0,2506.0,31.0
2013,"Queen Anne's County","05000US24035",87256.0,3993.0,28.0
2015,"St. Mary's County, MD","05000US24037",86987.0,2126.0,35.0
2014,"Rockwall County","05000US48397",86597.0,4112.0,32.0
2013,"Forsyth County, GA","05000US13117",86569.0,1619.0,29.0
2015,"Sussex County, NJ","05000US34037",86565.0,2401.0,36.0
2014,"Nantucket County","05000US25019",86529.0,4175.0,33.0
2014,"Scott County, MN","05000US27139",86510.0,2690.0,34.0
2014,"Norfolk County, MA","05000US25021",86469.0,1261.0,35.0
2014,"Fort Bend County, TX","05000US48157",86407.0,1519.0,36.0
2014,"Queen Anne's County","05000US24035",86406.0,3483.0,37.0
2014,"Carver County","05000US27019",86391.0,2036.0,38.0
2015,"Carver County","05000US27019",86323.0,2160.0,37.0
2015,"Hamilton County, IN","05000US18057",86222.0,1856.0,38.0
2013,"Rockwall County","05000US48397",86119.0,3464.0,30.0
2013,"Scott County, MN","05000US27139",86112.0,1743.0,31.0
2014,"Chester County, PA","05000US42029",86093.0,933.0,39.0
2013,"Chester County, PA","05000US42029",86050.0,1073.0,32.0
2015,"Chester County, PA","05000US42029",85976.0,1256.0,39.0
2015,"Queen Anne's County","05000US24035",85963.0,3994.0,40.0
2014,"Rockland County, NY","05000US36087",85808.0,1242.0,40.0
2015,"Bergen County, NJ","05000US34003",85806.0,994.0,41.0
2015,"Juneau City and Borough","05000US02110",85746.0,2129.0,42.0
2013,"Alexandria city, VA","05000US51510",85706.0,2296.0,33.0
2013,"St. Mary's County, MD","05000US24037",85672.0,2093.0,34.0
2014,"Monmouth County, NJ","05000US34025",85605.0,997.0,41.0
2014,"Carroll County, MD","05000US24013",85532.0,1826.0,42.0
2013,"Nantucket County","05000US25019",85478.0,4052.0,35.0
2015,"Oldham County","05000US21185",85452.0,2772.0,43.0
2015,"Carroll County, MD","05000US24013",85385.0,1630.0,44.0
2013,"Fort Bend County, TX","05000US48157",85297.0,1361.0,36.0
2015,"Monmouth County, NJ","05000US34025",85242.0,1177.0,45.0
2015,"Middlesex County, MA","05000US25017",85118.0,757.0,46.0
2015,"Elbert County","05000US08039",84963.0,4050.0,47.0
2013,"Rockland County, NY","05000US36087",84951.0,1477.0,37.0
2013,"Norfolk County, MA","05000US25021",84916.0,1225.0,38.0
2015,"Rockland County, NY","05000US36087",84855.0,1667.0,48.0
2013,"Carroll County, MD","05000US24013",84790.0,1569.0,39.0
2014,"Juneau City and Borough","05000US02110",84750.0,3755.0,43.0
2015,"Collin County, TX","05000US48085",84735.0,1217.0,49.0
2014,"Hamilton County, IN","05000US18057",84635.0,1883.0,44.0
2013,"Frederick County, MD","05000US24021",84570.0,1620.0,40.0
2013,"Monmouth County, NJ","05000US34025",84526.0,1087.0,41.0
2014,"Frederick County, MD","05000US24021",84480.0,1758.0,45.0
2014,"Oldham County","05000US21185",84447.0,3500.0,46.0
2015,"Kendall County, IL","05000US17093",84385.0,2609.0,50.0
2015,"Aleutians West Census Area","05000US02016",84306.0,4743.0,51.0
2015,"Fairfield County, CT","05000US09001",84233.0,1252.0,52.0
2014,"Collin County, TX","05000US48085",84233.0,1059.0,47.0
2015,"Nantucket County","05000US25019",84057.0,7361.0,53.0
2015,"Westchester County, NY","05000US36119",83958.0,1045.0,54.0
2014,"Kendall County, IL","05000US17093",83844.0,2586.0,48.0
2013,"Bergen County, NJ","05000US34003",83794.0,1026.0,42.0
2013,"Carver County","05000US27019",83773.0,1708.0,43.0
2015,"Poquoson city","05000US51735",83735.0,6283.0,55.0
2015,"Washington County, MN","05000US27163",83706.0,1524.0,56.0
2015,"Frederick County, MD","05000US24021",83700.0,1810.0,57.0
2014,"Bergen County, NJ","05000US34003",83686.0,1281.0,49.0
2014,"Middlesex County, MA","05000US25017",83488.0,882.0,50.0
2014,"Poquoson city","05000US51735",83460.0,8664.0,51.0
2014,"Westchester County, NY","05000US36119",83422.0,1105.0,52.0
2013,"Oldham County","05000US21185",83391.0,3661.0,44.0
2013,"Summit County","05000US49043",83336.0,4998.0,45.0
2014,"Washington County, MN","05000US27163",83182.0,1371.0,53.0
2014,"Fairfield County, CT","05000US09001",83163.0,1142.0,54.0
2014,"King George County","05000US51099",83071.0,5434.0,55.0
2014,"Williams County","05000US38105",82823.0,5425.0,56.0
2013,"Collin County, TX","05000US48085",82762.0,1127.0,46.0
2014,"Bristol Bay Borough","05000US02060",82500.0,6409.0,57.0
2013,"Hamilton County, IN","05000US18057",82468.0,2009.0,47.0
2014,"Goochland County","05000US51075",82460.0,4541.0,58.0
2014,"Aleutians West Census Area","05000US02016",82284.0,6520.0,59.0
2013,"Fairfield County, CT","05000US09001",82283.0,929.0,48.0
2014,"Elbert County","05000US08039",82154.0,4193.0,60.0
2013,"Elbert County","05000US08039",82118.0,3528.0,49.0
2013,"Middlesex County, MA","05000US25017",82090.0,812.0,50.0
2013,"York County","05000US51199",82073.0,2253.0,51.0
2013,"Westchester County, NY","05000US36119",81946.0,808.0,52.0
2015,"Broomfield County","05000US08014",81898.0,2803.0,58.0
2013,"Poquoson city","05000US51735",81892.0,7214.0,53.0
2013,"Aleutians West Census Area","05000US02016",81853.0,4763.0,54.0
2015,"Sublette County","05000US56035",81772.0,11745.0,59.0
2013,"Kendall County, IL","05000US17093",81765.0,2497.0,55.0
2013,"King George County","05000US51099",81753.0,3879.0,56.0
2015,"York County","05000US51199",81749.0,3290.0,60.0
2014,"Valdez-Cordova Census Area","05000US02261",81736.0,7417.0,61.0
2015,"King George County","05000US51099",81688.0,2511.0,61.0
2014,"Glasscock County","05000US48173",81563.0,33105.0,62.0
2015,"Denali Borough","05000US02068",81544.0,6321.0,62.0
2013,"Washington County, MN","05000US27163",81540.0,1281.0,57.0
2013,"Juneau City and Borough","05000US02110",81490.0,3743.0,58.0
2015,"San Francisco County, CA","05000US06075",81294.0,1099.0,63.0
2015,"Rockingham County, NH","05000US33015",81198.0,1225.0,64.0
2014,"Harford County, MD","05000US24025",81016.0,1293.0,63.0
2013,"Goochland County","05000US51075",80976.0,5829.0,59.0
2014,"York County","05000US51199",80900.0,2698.0,64.0
2013,"North Slope Borough","05000US02185",80761.0,9439.0,60.0
2015,"Montgomery County, PA","05000US42091",80675.0,836.0,65.0
2013,"Harford County, MD","05000US24025",80622.0,1134.0,61.0
2013,"Tolland County, CT","05000US09013",80529.0,1622.0,62.0
2015,"Harford County, MD","05000US24025",80465.0,1153.0,66.0
2014,"Broomfield County","05000US08014",80430.0,3515.0,65.0
2013,"Morgan County","05000US49029",80337.0,5802.0,63.0
2015,"Contra Costa County, CA","05000US06013",80185.0,827.0,67.0
2014,"Middlesex County, NJ","05000US34023",80118.0,876.0,66.0
2015,"Campbell County","05000US56005",80060.0,4714.0,68.0
2014,"Fayette County, GA","05000US13113",79993.0,2700.0,67.0
2014,"Tolland County, CT","05000US09013",79988.0,1696.0,68.0
2013,"Fayette County, GA","05000US13113",79977.0,2506.0,64.0
2014,"Montgomery County, PA","05000US42091",79926.0,856.0,69.0
2015,"Middlesex County, CT","05000US09007",79893.0,2048.0,69.0
2014,"Contra Costa County, CA","05000US06013",79799.0,955.0,70.0
2015,"Bristol Bay Borough","05000US02060",79750.0,8886.0,70.0
2015,"DuPage County, IL","05000US17043",79658.0,899.0,71.0
2015,"Tolland County, CT","05000US09013",79626.0,1920.0,72.0
2014,"Burlington County, NJ","05000US34005",79612.0,1097.0,71.0
2013,"Middlesex County, NJ","05000US34023",79596.0,1028.0,65.0
2015,"Middlesex County, NJ","05000US34023",79593.0,1012.0,73.0
2013,"Bristol Bay Borough","05000US02060",79531.0,9590.0,66.0
2013,"Campbell County","05000US56005",79488.0,3846.0,67.0
2014,"Rockingham County, NH","05000US33015",79368.0,1308.0,72.0
2015,"Goochland County","05000US51075",79330.0,5125.0,74.0
2014,"Morgan County","05000US49029",79304.0,8019.0,73.0
2013,"Montgomery County, PA","05000US42091",79183.0,895.0,68.0
2014,"Denali Borough","05000US02068",79167.0,13027.0,74.0
2015,"Fayette County, GA","05000US13113",79066.0,2497.0,75.0
2014,"DuPage County, IL","05000US17043",79016.0,1000.0,75.0
2015,"Valdez-Cordova Census Area","05000US02261",78810.0,5996.0,76.0
2013,"Contra Costa County, CA","05000US06013",78756.0,1124.0,69.0
2015,"Hanover County, VA","05000US51085",78645.0,2618.0,77.0
2015,"Burlington County, NJ","05000US34005",78621.0,1237.0,78.0
2014,"Campbell County","05000US56005",78609.0,4364.0,76.0
2014,"Sublette County","05000US56035",78578.0,8410.0,77.0
2014,"Spotsylvania County, VA","05000US51177",78505.0,2156.0,78.0
2013,"DuPage County, IL","05000US17043",78487.0,923.0,70.0
2013,"Burlington County, NJ","05000US34005",78446.0,1051.0,71.0
2014,"San Francisco County, CA","05000US06075",78378.0,1490.0,79.0
2013,"Spotsylvania County, VA","05000US51177",78345.0,2456.0,72.0
2015,"Anchorage Municipality, AK","05000US02020",78326.0,1872.0,79.0
2015,"Lander County","05000US32015",78190.0,9799.0,80.0
2015,"Spotsylvania County, VA","05000US51177",78125.0,2699.0,81.0
2014,"Anchorage Municipality, AK","05000US02020",78121.0,1782.0,80.0
2015,"Lake County, IL","05000US17097",78026.0,980.0,82.0
2013,"Broomfield County","05000US08014",77998.0,4146.0,73.0
2014,"Middlesex County, CT","05000US09007",77931.0,2128.0,81.0
2013,"Sublette County","05000US56035",77900.0,10312.0,74.0
2015,"Powhatan County","05000US51145",77896.0,3407.0,83.0
2014,"Lake County, IL","05000US17097",77873.0,1066.0,82.0
2013,"Clarke County","05000US51043",77597.0,6142.0,75.0
2015,"Bucks County, PA","05000US42017",77568.0,1072.0,84.0
2014,"Hanover County, VA","05000US51085",77550.0,2122.0,83.0
2013,"Lake County, IL","05000US17097",77469.0,1040.0,76.0
2013,"Anchorage Municipality, AK","05000US02020",77454.0,1344.0,77.0
2015,"Ventura County, CA","05000US06111",77348.0,954.0,85.0
2013,"Rockingham County, NH","05000US33015",77348.0,1429.0,78.0
2014,"Ventura County, CA","05000US06111",77335.0,779.0,84.0
2015,"McHenry County, IL","05000US17111",77222.0,1689.0,86.0
2013,"Middlesex County, CT","05000US09007",76994.0,1842.0,79.0
2013,"James City County","05000US51095",76960.0,2165.0,80.0
2014,"Bucks County, PA","05000US42017",76824.0,1023.0,85.0
2015,"Gloucester County, NJ","05000US34015",76727.0,1478.0,87.0
2014,"James City County","05000US51095",76705.0,2556.0,86.0
2014,"Lander County","05000US32015",76558.0,8882.0,87.0
2013,"Bucks County, PA","05000US42017",76555.0,867.0,81.0
2013,"Powhatan County","05000US51145",76548.0,5576.0,82.0
2015,"Waukesha County, WI","05000US55133",76545.0,848.0,88.0
2013,"Ventura County, CA","05000US06111",76544.0,758.0,83.0
2015,"Orange County, CA","05000US06059",76509.0,426.0,89.0
2015,"Ozaukee County","05000US55089",76433.0,1494.0,90.0
2014,"McHenry County, IL","05000US17111",76345.0,1301.0,88.0
2015,"Dallas County","05000US19049",76320.0,2150.0,91.0
2014,"Waukesha County, WI","05000US55133",76319.0,864.0,89.0
2014,"Gloucester County, NJ","05000US34015",76213.0,1293.0,90.0
2013,"Williams County","05000US38105",76210.0,3919.0,84.0
2013,"Will County, IL","05000US17197",76147.0,844.0,85.0
2013,"McHenry County, IL","05000US17111",76145.0,1499.0,86.0
2014,"Will County, IL","05000US17197",76142.0,842.0,91.0
2015,"Johnson County, KS","05000US20091",76113.0,939.0,92.0
2015,"Will County, IL","05000US17197",76101.0,809.0,93.0
2015,"Lincoln County","05000US46083",76094.0,2244.0,94.0
2014,"Orange County, CA","05000US06059",75998.0,548.0,92.0
2014,"Lincoln County","05000US46083",75877.0,2748.0,93.0
2013,"Waukesha County, WI","05000US55133",75850.0,825.0,87.0
2014,"Plymouth County, MA","05000US25023",75816.0,1026.0,94.0
2015,"James City County","05000US51095",75710.0,2922.0,95.0
2014,"Ozaukee County","05000US55089",75643.0,2043.0,95.0
2015,"Alameda County, CA","05000US06001",75619.0,613.0,96.0
2013,"San Francisco County, CA","05000US06075",75604.0,976.0,88.0
2015,"Dakota County, MN","05000US27037",75567.0,820.0,97.0
2014,"Clarke County","05000US51043",75508.0,4978.0,96.0
2015,"Plymouth County, MA","05000US25023",75459.0,1061.0,98.0
2013,"Ozaukee County","05000US55089",75457.0,1843.0,89.0
2014,"Powhatan County","05000US51145",75447.0,4434.0,97.0
2013,"Orange County, CA","05000US06059",75422.0,509.0,90.0
2015,"Teton County","05000US56039",75325.0,7370.0,99.0
2015,"King County, WA","05000US53033",75302.0,690.0,100.0
2015,"Livingston County, MI","05000US26093",75204.0,906.0,101.0
2013,"Plymouth County, MA","05000US25023",75092.0,1042.0,91.0
2013,"Hanover County, VA","05000US51085",75070.0,1936.0,92.0
2014,"Oconee County","05000US13219",75057.0,4928.0,98.0
2015,"Denton County, TX","05000US48121",75050.0,1057.0,102.0
2014,"Johnson County, KS","05000US20091",75017.0,890.0,99.0
2013,"Oconee County","05000US13219",75004.0,4850.0,93.0
2014,"Dakota County, MN","05000US27037",74995.0,950.0,100.0
2013,"Valdez-Cordova Census Area","05000US02261",74878.0,9654.0,94.0
2014,"Dallas County","05000US19049",74876.0,2041.0,101.0
2013,"Lincoln County","05000US46083",74751.0,2595.0,95.0
2013,"Johnson County, KS","05000US20091",74717.0,938.0,96.0
2014,"Denton County, TX","05000US48121",74662.0,1215.0,102.0
2014,"North Slope Borough","05000US02185",74609.0,12623.0,103.0
2013,"Gloucester County, NJ","05000US34015",74524.0,1462.0,97.0
2015,"Honolulu County, HI","05000US15003",74460.0,773.0,103.0
2013,"Eagle County","05000US08037",74456.0,3959.0,98.0
2015,"Warren County, OH","05000US39165",74379.0,1721.0,104.0
2014,"Kendall County","05000US48259",74320.0,5148.0,104.0
2015,"Morgan County","05000US49029",74314.0,8666.0,105.0
2015,"Prince George's County, MD","05000US24033",74260.0,766.0,106.0
2015,"Sherburne County","05000US27141",74170.0,2579.0,107.0
2013,"Denton County, TX","05000US48121",74155.0,1005.0,99.0
2014,"Mercer County, NJ","05000US34021",74118.0,1465.0,105.0
2014,"Richmond County, NY","05000US36085",74043.0,1255.0,106.0
2015,"Placer County, CA","05000US06061",73948.0,1220.0,108.0
2014,"Prince George's County, MD","05000US24033",73856.0,857.0,107.0
2013,"Dallas County","05000US19049",73847.0,2646.0,100.0
2014,"Alameda County, CA","05000US06001",73775.0,762.0,108.0
2014,"Eagle County","05000US08037",73774.0,5282.0,109.0
2015,"Williamson County, TX","05000US48491",73750.0,1026.0,109.0
2015,"Borden County","05000US48033",73750.0,8208.0,109.0
2014,"Placer County, CA","05000US06061",73747.0,1204.0,110.0
2013,"Dakota County, MN","05000US27037",73732.0,974.0,101.0
2014,"Livingston County, MI","05000US26093",73694.0,935.0,111.0
2013,"Prince George's County, MD","05000US24033",73623.0,735.0,102.0
2014,"Sherburne County","05000US27141",73621.0,2101.0,112.0
2014,"Honolulu County, HI","05000US15003",73581.0,786.0,113.0
2014,"Teton County","05000US56039",73572.0,5436.0,114.0
2015,"Wright County, MN","05000US27171",73557.0,2119.0,111.0
2015,"Manassas Park city","05000US51685",73528.0,5329.0,112.0
2013,"Mercer County, NJ","05000US34021",73480.0,1378.0,103.0
2014,"Manassas Park city","05000US51685",73460.0,4357.0,115.0
2013,"Kendall County","05000US48259",73410.0,5273.0,104.0
2014,"Borden County","05000US48033",73333.0,11249.0,116.0
2015,"Kendall County","05000US48259",73240.0,5878.0,113.0
2015,"Richmond County, NY","05000US36085",73197.0,1178.0,114.0
2014,"Roberts County","05000US48393",73182.0,9389.0,117.0
2014,"Warren County, OH","05000US39165",73177.0,1470.0,118.0
2013,"Sherburne County","05000US27141",73098.0,1866.0,105.0
2014,"Wright County, MN","05000US27171",73085.0,1846.0,119.0
2015,"New Kent County","05000US51127",73041.0,6494.0,115.0
2014,"King County, WA","05000US53033",73035.0,697.0,120.0
2014,"New Kent County","05000US51127",73030.0,5344.0,121.0
2015,"Matanuska-Susitna Borough","05000US02170",72983.0,1577.0,116.0
2015,"Manassas city","05000US51683",72890.0,2825.0,117.0
2015,"New York County, NY","05000US36061",72871.0,1113.0,118.0
2014,"Skagway Municipality","05000US02230",72868.0,9017.0,122.0
2015,"Washington County, RI","05000US44009",72807.0,2018.0,119.0
2015,"Mercer County, NJ","05000US34021",72804.0,1555.0,120.0
2015,"McKenzie County","05000US38053",72794.0,10937.0,121.0
2014,"Washington County, RI","05000US44009",72784.0,1757.0,123.0
2013,"Honolulu County, HI","05000US15003",72764.0,848.0,106.0
2013,"Pitkin County","05000US08097",72745.0,9361.0,107.0
2013,"Lander County","05000US32015",72742.0,7412.0,108.0
2013,"Placer County, CA","05000US06061",72725.0,1421.0,109.0
2015,"Mercer County","05000US38057",72704.0,4258.0,122.0
2014,"Newport County","05000US44005",72702.0,2313.0,124.0
2015,"Chesterfield County, VA","05000US51041",72609.0,1175.0,123.0
2015,"North Slope Borough","05000US02185",72576.0,8046.0,124.0
2013,"Richmond County, NY","05000US36085",72569.0,1404.0,110.0
2013,"Dutchess County, NY","05000US36027",72525.0,1333.0,111.0
2014,"Chesterfield County, VA","05000US51041",72514.0,992.0,125.0
2013,"Yakutat City and Borough","05000US02282",72500.0,5472.0,112.0
2015,"Yakutat City and Borough","05000US02282",72500.0,17223.0,125.0
2013,"Denali Borough","05000US02068",72500.0,5450.0,112.0
2013,"Chambers County","05000US48071",72489.0,7825.0,114.0
2013,"Warren County, OH","05000US39165",72487.0,1381.0,115.0
2014,"Dutchess County, NY","05000US36027",72471.0,1477.0,126.0
2015,"Bristol County","05000US44001",72458.0,3264.0,126.0
2015,"Geauga County","05000US39055",72430.0,1872.0,127.0
2015,"St. Charles County, MO","05000US29183",72415.0,1141.0,128.0
2013,"Livingston County, MI","05000US26093",72359.0,1281.0,116.0
2014,"Elko County","05000US32007",72280.0,2898.0,127.0
2014,"Chambers County","05000US48071",72239.0,6225.0,128.0
2015,"Eagle County","05000US08037",72214.0,3789.0,129.0
2015,"Oconee County","05000US13219",72182.0,4982.0,130.0
2013,"Washington County, RI","05000US44009",72138.0,2516.0,117.0
2014,"Matanuska-Susitna Borough","05000US02170",72134.0,1556.0,129.0
2014,"Williamson County, TX","05000US48491",72118.0,1066.0,130.0
2013,"Alameda County, CA","05000US06001",72112.0,791.0,118.0
2014,"St. Charles County, MO","05000US29183",72100.0,1141.0,131.0
2015,"Stark County","05000US38089",72099.0,2915.0,131.0
2013,"Chesterfield County, VA","05000US51041",72088.0,1012.0,119.0
2014,"Litchfield County, CT","05000US09005",72068.0,1422.0,132.0
2015,"Litchfield County, CT","05000US09005",72061.0,1357.0,132.0
2015,"Dutchess County, NY","05000US36027",71904.0,1193.0,133.0
2013,"King County, WA","05000US53033",71811.0,495.0,120.0
2013,"Williamson County, TX","05000US48491",71803.0,1037.0,121.0
2015,"Elko County","05000US32007",71799.0,3135.0,134.0
2013,"Newport County","05000US44005",71713.0,2767.0,122.0
2013,"Skagway Municipality","05000US02230",71667.0,4017.0,123.0
2014,"New York County, NY","05000US36061",71656.0,825.0,133.0
2013,"Borden County","05000US48033",71607.0,11008.0,124.0
2013,"Wright County, MN","05000US27171",71598.0,1544.0,125.0
2013,"Sweetwater County","05000US56037",71525.0,2977.0,126.0
2015,"Saratoga County, NY","05000US36091",71496.0,1058.0,135.0
2015,"Napa County, CA","05000US06055",71379.0,2063.0,136.0
2013,"Litchfield County, CT","05000US09005",71338.0,1177.0,127.0
2015,"Clarke County","05000US51043",71295.0,4893.0,137.0
2013,"Oliver County","05000US38065",71250.0,10010.0,128.0
2015,"Hillsborough County, NH","05000US33011",71244.0,998.0,138.0
2013,"Bristol County","05000US44001",71238.0,2819.0,129.0
2013,"Manassas Park city","05000US51685",71227.0,4405.0,130.0
2014,"Manassas city","05000US51683",71215.0,4388.0,134.0
2015,"Pitkin County","05000US08097",71196.0,11001.0,139.0
2015,"Davis County, UT","05000US49011",71112.0,1014.0,140.0
2015,"San Benito County","05000US06069",71077.0,2019.0,141.0
2013,"St. Charles County, MO","05000US29183",71077.0,1044.0,131.0
2015,"Fairbanks North Star Borough, AK","05000US02090",71068.0,1964.0,142.0
2014,"Pitkin County","05000US08097",71060.0,9973.0,135.0
2013,"Matanuska-Susitna Borough","05000US02170",71037.0,1783.0,132.0
2013,"Manassas city","05000US51683",71036.0,3067.0,133.0
2015,"Columbia County, GA","05000US13073",71021.0,1914.0,143.0
2015,"Chisago County","05000US27025",71001.0,1943.0,144.0
2015,"Boulder County, CO","05000US08013",70961.0,1552.0,145.0
2014,"Warren County, NJ","05000US34041",70934.0,1742.0,136.0
2014,"Napa County, CA","05000US06055",70925.0,2288.0,137.0
2013,"Warren County, NJ","05000US34041",70912.0,1373.0,134.0
2014,"Hillsborough County, NH","05000US33011",70906.0,1243.0,138.0
2015,"Kodiak Island Borough","05000US02150",70887.0,5665.0,146.0
2015,"St. Croix County","05000US55109",70886.0,2211.0,147.0
2015,"Anoka County, MN","05000US27003",70873.0,867.0,148.0
2015,"Monroe County","05000US17133",70859.0,3407.0,149.0
2015,"District of Columbia, DC","05000US11001",70848.0,843.0,150.0
2015,"Orange County, NY","05000US36071",70848.0,1355.0,150.0
2014,"Orange County, NY","05000US36071",70794.0,1034.0,139.0
2015,"Snohomish County, WA","05000US53061",70722.0,817.0,152.0
2015,"Kane County, IL","05000US17089",70696.0,1068.0,153.0
2013,"New Kent County","05000US51127",70618.0,4365.0,135.0
2014,"Saratoga County, NY","05000US36091",70581.0,1555.0,140.0
2015,"Ascension Parish, LA","05000US22005",70551.0,1834.0,154.0
2015,"Chambers County","05000US48071",70544.0,6404.0,155.0
2015,"Sarpy County, NE","05000US31153",70543.0,1185.0,156.0
2014,"Kodiak Island Borough","05000US02150",70529.0,6652.0,141.0
