year,geo_name,geo,teen_births
2015,"Franklin County, MO","05000US29071",36.7
2016,"Richmond County","05000US51159",36.7
2015,"Venango County","05000US42121",36.7
2015,"Champaign County","05000US39021",36.7
2017,"Scott County, IA","05000US19163",36.7
2016,"Morgan County","05000US18109",36.7
2016,"Nacogdoches County","05000US48347",36.7
2015,"Upshur County","05000US54097",36.7
2017,"Mendocino County","05000US06045",36.7
2017,"Harnett County, NC","05000US37085",36.7
2016,"Hampden County, MA","05000US25013",36.7
2017,"Chippewa County","05000US27023",36.7
2015,"De Witt County","05000US17039",36.7
2015,"Buncombe County, NC","05000US37021",36.6
2015,"Allamakee County","05000US19005",36.6
2016,"Lincoln County","05000US08073",36.6
2015,"Lincoln County","05000US20105",36.6
2016,"Rock County, WI","05000US55105",36.6
2017,"Washington County, AR","05000US05143",36.6
2017,"Bosque County","05000US48035",36.6
2015,"Dickinson County","05000US20041",36.6
2016,"Coshocton County","05000US39031",36.6
2017,"Morrill County","05000US31123",36.6
2015,"Franklin County, PA","05000US42055",36.6
2016,"Pickaway County","05000US39129",36.6
2015,"Volusia County, FL","05000US12127",36.6
2017,"Gibson County","05000US18051",36.5
2017,"Upshur County","05000US54097",36.5
2017,"Allen County","05000US20001",36.5
2016,"Perry County","05000US29157",36.5
2015,"Newton County","05000US18111",36.5
2017,"Pima County, AZ","05000US04019",36.5
2017,"Cass County","05000US26027",36.5
2017,"Orange County","05000US18117",36.5
2015,"Big Horn County","05000US56003",36.5
2016,"Long County","05000US13183",36.5
2015,"Donley County","05000US48129",36.5
2015,"Effingham County","05000US17049",36.5
2017,"Guadalupe County, TX","05000US48187",36.5
2017,"Phillips County","05000US30071",36.5
2017,"Alleghany County","05000US51005",36.5
2016,"Webster County","05000US19187",36.5
2016,"Carlisle County","05000US21039",36.5
2016,"Callahan County","05000US48059",36.5
2017,"Briscoe County","05000US48045",36.5
2015,"Autauga County","05000US01001",36.5
2015,"Union County","05000US19175",36.4
2017,"Jackson County, MI","05000US26075",36.4
2015,"Franklin County","05000US19069",36.4
2017,"Knox County","05000US18083",36.4
2015,"Ripley County","05000US18137",36.4
2015,"Missaukee County","05000US26113",36.4
2015,"Osage County","05000US20139",36.4
2017,"Benton County, WA","05000US53005",36.3
2016,"Rockbridge County","05000US51163",36.3
2015,"Jefferson County","05000US39081",36.3
2017,"Wayne County","05000US47181",36.3
2016,"Cabarrus County, NC","05000US37025",36.3
2015,"Transylvania County","05000US37175",36.3
2017,"East Baton Rouge Parish, LA","05000US22033",36.3
2017,"Franklin County, OH","05000US39049",36.3
2016,"York County, SC","05000US45091",36.3
2015,"Trumbull County, OH","05000US39155",36.3
2015,"Saline County, AR","05000US05125",36.3
2015,"Gates County","05000US37073",36.3
2017,"Cook County, IL","05000US17031",36.3
2015,"Schuyler County","05000US29197",36.3
2016,"Crawford County","05000US20037",36.3
2016,"Salem County","05000US34033",36.3
2015,"Camden County, NJ","05000US34007",36.3
2016,"Peach County","05000US13225",36.3
2015,"Lyon County","05000US20111",36.3
2016,"Oglethorpe County","05000US13221",36.3
2017,"Oglethorpe County","05000US13221",36.3
2015,"Ionia County","05000US26067",36.2
2015,"Meade County","05000US20119",36.2
2015,"Bland County","05000US51021",36.2
2015,"Pike County","05000US13231",36.2
2017,"Lamar County","05000US28073",36.2
2016,"Todd County","05000US21219",36.2
2016,"Washakie County","05000US56043",36.2
2016,"Langlade County","05000US55067",36.2
2017,"Douglas County","05000US53017",36.2
2016,"St. Joseph County, IN","05000US18141",36.2
2015,"Stanley County","05000US46117",36.2
2017,"Cherry County","05000US31031",36.2
2015,"Kent County, MI","05000US26081",36.2
2015,"Mora County","05000US35033",36.2
2015,"Lamar County","05000US13171",36.2
2015,"Louisa County","05000US51109",36.2
2015,"Cooper County","05000US29053",36.2
2015,"Harvey County","05000US20079",36.2
2015,"Dade County","05000US29057",36.2
2017,"Hickman County","05000US21105",36.2
2016,"Franklin County, MO","05000US29071",36.2
2017,"Montgomery County","05000US36057",36.1
2017,"Parker County, TX","05000US48367",36.1
2017,"Washington County","05000US48477",36.1
2016,"De Witt County","05000US17039",36.1
2017,"Doddridge County","05000US54017",36.1
2015,"Henry County","05000US18065",36.1
2017,"Saginaw County, MI","05000US26145",36.1
2016,"Mahoning County, OH","05000US39099",36.1
2016,"Kemper County","05000US28069",36.1
2017,"Assumption Parish","05000US22007",36.1
2015,"LaSalle County, IL","05000US17099",36.1
2017,"Weston County","05000US56045",36.1
2016,"Henry County","05000US18065",36.1
2017,"Hamilton County, OH","05000US39061",36.0
2015,"Miami County, OH","05000US39109",36.0
2017,"Dauphin County, PA","05000US42043",36.0
2016,"Cumberland County","05000US17035",36.0
2017,"Calhoun County","05000US45017",36.0
2015,"Fremont County","05000US19071",36.0
2017,"Morgan County","05000US39115",36.0
2015,"Salt Lake County, UT","05000US49035",35.9
2016,"Cass County","05000US19029",35.9
2017,"Grant County","05000US18053",35.9
2017,"Hamilton County, TN","05000US47065",35.9
2015,None,"05000US02280",35.9
2016,"McKean County","05000US42083",35.9
2017,"Washington County","05000US16087",35.9
2015,"Ward County","05000US38101",35.9
2015,"Butte County","05000US46019",35.9
2017,"Forsyth County, NC","05000US37067",35.9
2016,"Erie County","05000US39043",35.9
2017,"Wichita County","05000US20203",35.9
2017,"Linn County","05000US20107",35.9
2015,"Lemhi County","05000US16059",35.9
2017,"Southeast Fairbanks Census Area","05000US02240",35.9
2017,"Elk County","05000US20049",35.8
2016,"Mifflin County","05000US42087",35.8
2015,"Hardin County","05000US17069",35.8
2017,"Schoolcraft County","05000US26153",35.8
2017,"Pulaski County","05000US18131",35.8
2017,"Pickett County","05000US47137",35.8
2017,"Allen County, IN","05000US18003",35.8
2016,"Union County","05000US19175",35.8
2017,"Lyon County","05000US32019",35.8
2017,"Lafayette Parish, LA","05000US22055",35.8
2016,"Linn County, OR","05000US41043",35.8
2015,"Deuel County","05000US31049",35.8
2016,"Pender County","05000US37141",35.8
2015,"Androscoggin County, ME","05000US23001",35.8
2015,"Archuleta County","05000US08007",35.8
2016,"Jefferson County","05000US18077",35.8
2016,"Craig County","05000US51045",35.8
2016,"Southeast Fairbanks Census Area","05000US02240",35.8
2017,"Mille Lacs County","05000US27095",35.8
2017,"Huron County","05000US39077",35.8
2016,"Bryan County","05000US13029",35.8
2016,"Floyd County","05000US18043",35.8
2016,"Graham County","05000US20065",35.8
2016,"Franklin County","05000US37069",35.8
2017,"Coke County","05000US48081",35.8
2015,"Pine County","05000US27115",35.7
2017,"Washington County, MD","05000US24043",35.7
2017,"Siskiyou County","05000US06093",35.7
2016,"Pickett County","05000US47137",35.7
2015,"Cass County","05000US19029",35.7
2017,"Perquimans County","05000US37143",35.7
2015,"Hamlin County","05000US46057",35.7
2016,"Newton County","05000US18111",35.7
2017,"Jackson County","05000US13157",35.7
2015,"Cheatham County","05000US47021",35.7
2016,"Ohio County","05000US54069",35.7
2016,"Schuyler County","05000US29197",35.7
2016,"Modoc County","05000US06049",35.7
2016,"Miami County, OH","05000US39109",35.7
2017,"Essex County","05000US51057",35.7
2016,"Allamakee County","05000US19005",35.7
2017,"Harvey County","05000US20079",35.7
2016,"Tooele County","05000US49045",35.6
2017,"Clay County","05000US48077",35.6
2017,"Perry County","05000US29157",35.6
2015,"Pinellas County, FL","05000US12103",35.6
2015,"Lincoln County","05000US31111",35.6
2015,"Somerset County","05000US23025",35.6
2017,"Kosciusko County","05000US18085",35.6
2016,"Juneau County","05000US55057",35.6
2017,"Jefferson County","05000US18077",35.6
2017,"Mills County","05000US48333",35.6
2017,"Kankakee County, IL","05000US17091",35.6
2017,"Baker County","05000US13007",35.6
2016,"Mason County","05000US26105",35.6
2015,"Andrew County","05000US29003",35.6
2015,"Staunton city","05000US51790",35.6
2016,"Chambers County","05000US48071",35.6
2015,"Carteret County","05000US37031",35.6
2017,"Somervell County","05000US48425",35.6
2017,"Lincoln County","05000US08073",35.5
2015,"Morgan County","05000US13211",35.5
2016,"Yellowstone County, MT","05000US30111",35.5
2016,"Dawson County","05000US30021",35.5
2016,"Franklin County","05000US47051",35.5
2017,"Butte County","05000US46019",35.5
2015,"Graham County","05000US20065",35.5
2016,"Logan County","05000US08075",35.5
2016,"Caswell County","05000US37033",35.5
2017,"Franklin County, MO","05000US29071",35.5
2015,"Adams County","05000US17001",35.5
2016,"Phillips County","05000US08095",35.5
2017,"Hillsborough County, FL","05000US12057",35.5
2017,"Cuyahoga County, OH","05000US39035",35.5
2015,"Ness County","05000US20135",35.5
2016,"Ohio County","05000US18115",35.5
2015,"Washington County","05000US23029",35.5
2016,"Charleston County, SC","05000US45019",35.5
2015,"Becker County","05000US27005",35.4
2017,"Phillips County","05000US08095",35.4
2017,"Franklin County","05000US19069",35.4
2016,"Darke County","05000US39037",35.4
2017,"Schley County","05000US13249",35.4
2015,"DeKalb County","05000US29063",35.4
2017,"Montgomery County, TX","05000US48339",35.4
2015,"Minnehaha County, SD","05000US46099",35.4
2017,"Coos County","05000US41011",35.4
2017,"San Joaquin County, CA","05000US06077",35.4
2017,"Boyle County","05000US21021",35.4
2016,"Pendleton County","05000US54071",35.4
2016,"Adams County","05000US17001",35.4
2016,"Gates County","05000US37073",35.4
2015,"Jackson County, OR","05000US41029",35.4
2017,"Kauai County","05000US15007",35.4
2017,"Racine County, WI","05000US55101",35.4
2015,"Hampton city, VA","05000US51650",35.4
2016,"Tama County","05000US19171",35.4
2017,"Manistee County","05000US26101",35.4
2017,"Chariton County","05000US29041",35.4
2017,"Mower County","05000US27099",35.4
2015,"Morgan County","05000US39115",35.4
2015,"Flathead County","05000US30029",35.4
2016,"Eagle County","05000US08037",35.4
2016,"Trumbull County, OH","05000US39155",35.3
2015,"Lee County","05000US17103",35.3
2017,"Boundary County","05000US16021",35.3
2015,"Cecil County, MD","05000US24015",35.3
2015,"Langlade County","05000US55067",35.3
2017,"Craig County","05000US51045",35.3
2015,"Kane County, IL","05000US17089",35.3
2015,"Morgan County","05000US17137",35.3
2015,"Oglethorpe County","05000US13221",35.3
2015,"Rutherford County, TN","05000US47149",35.3
2015,"Goshen County","05000US56015",35.3
2016,"Cottonwood County","05000US27033",35.3
2016,"Venango County","05000US42121",35.3
2015,"Crawford County","05000US13079",35.3
2015,"Sandoval County, NM","05000US35043",35.3
2017,"Marion County","05000US54049",35.2
2015,"Franklin County","05000US51067",35.2
2016,"Hughes County","05000US46065",35.2
2016,"Chatham County","05000US37037",35.2
2017,"Appomattox County","05000US51011",35.2
2017,"Caswell County","05000US37033",35.2
2017,"Skagit County, WA","05000US53057",35.2
2016,"Bowman County","05000US38011",35.2
2017,"Inyo County","05000US06027",35.2
2015,"Greene County, MO","05000US29077",35.2
2016,"Ward County","05000US38101",35.2
2015,"Josephine County","05000US41033",35.2
2017,"Nassau County","05000US12089",35.2
2016,"LaSalle County, IL","05000US17099",35.2
2015,"St. Charles Parish","05000US22089",35.2
2016,"Autauga County","05000US01001",35.2
2016,"Polk County, IA","05000US19153",35.2
2016,"Granville County","05000US37077",35.2
2015,"Fremont County","05000US16043",35.2
2015,"Madison County","05000US39097",35.2
2016,"Dorchester County, SC","05000US45035",35.1
2016,"Pine County","05000US27115",35.1
2015,"Phillips County","05000US30071",35.1
2017,"Union County","05000US19175",35.1
2016,"Jackson County","05000US20085",35.1
2017,"Lincoln County","05000US30053",35.1
2017,"Crawford County","05000US17033",35.1
2017,"Gasconade County","05000US29073",35.1
2017,"Preble County","05000US39135",35.1
2017,"Coshocton County","05000US39031",35.1
2016,"Douglas County, GA","05000US13097",35.1
2015,"Box Elder County","05000US49003",35.1
2017,"Kalkaska County","05000US26079",35.1
2017,"Comal County, TX","05000US48091",35.1
2017,"Freeborn County","05000US27047",35.0
2017,"Echols County","05000US13101",35.0
2015,"Randall County, TX","05000US48381",35.0
2017,"Clay County","05000US31035",35.0
2017,"Franklin County","05000US47051",35.0
2017,"Chambers County","05000US48071",35.0
2017,"Sumner County, TN","05000US47165",35.0
2015,"Gentry County","05000US29075",35.0
2017,"Callahan County","05000US48059",35.0
2017,"Dodge County","05000US31053",35.0
2015,"Edgefield County","05000US45037",35.0
2017,"Baker County","05000US41001",35.0
2016,"Box Elder County","05000US49003",35.0
2016,"Trinity County","05000US06105",35.0
2016,"Crawford County","05000US13079",35.0
2017,"St. James Parish","05000US22093",35.0
2017,"Buckingham County","05000US51029",35.0
2016,"Coweta County, GA","05000US13077",35.0
2015,"Tuscarawas County","05000US39157",34.9
2016,"Jefferson County","05000US42065",34.9
2017,"Hancock County","05000US54029",34.9
2016,"Millard County","05000US49027",34.9
2015,"Stevens County","05000US53065",34.9
2015,"Webster County","05000US13307",34.9
2015,"Greene County","05000US19073",34.9
2016,"Polk County","05000US29167",34.9
2015,"Gladwin County","05000US26051",34.9
2016,"Clay County","05000US37043",34.9
2016,"Missaukee County","05000US26113",34.9
2017,"Weld County, CO","05000US08123",34.9
2016,"Scott County","05000US21209",34.9
2016,"Putnam County","05000US47141",34.9
2017,"Shenandoah County","05000US51171",34.9
2017,"Alexandria city, VA","05000US51510",34.9
2016,"Republic County","05000US20157",34.9
2015,"Kent County, DE","05000US10001",34.9
2015,"Lauderdale County","05000US01077",34.9
2017,"Monroe County","05000US39111",34.9
2016,"Madison County, IL","05000US17119",34.9
2017,"Sedgwick County","05000US08115",34.9
2017,"Morgan County","05000US13211",34.8
2017,"Cass County","05000US19029",34.8
2016,"Upshur County","05000US54097",34.8
2017,"Osceola County, FL","05000US12097",34.8
2017,"Yellowstone County, MT","05000US30111",34.8
2015,"Passaic County, NJ","05000US34031",34.8
2015,"Marshall County","05000US18099",34.8
2017,"Crawford County","05000US20037",34.8
2015,"Lehigh County, PA","05000US42077",34.8
2015,"Hamilton County","05000US19079",34.8
2017,"Henry County","05000US18065",34.8
2015,"Bradford County","05000US42015",34.8
2015,"Orleans County","05000US50019",34.8
2016,"Anchorage Municipality, AK","05000US02020",34.8
2015,"Faulkner County, AR","05000US05045",34.8
2016,"Lassen County","05000US06035",34.8
2015,"Pasco County, FL","05000US12101",34.8
2017,"Morgan County","05000US18109",34.8
2016,"Hancock County","05000US54029",34.8
2017,"Edwards County","05000US20047",34.8
2017,"Jackson County","05000US20085",34.8
2017,"Crook County","05000US56011",34.8
2017,"McKenzie County","05000US38053",34.8
2015,"Lewis and Clark County","05000US30049",34.7
2016,"Clinton County","05000US29049",34.7
2017,"Washoe County, NV","05000US32031",34.7
2015,"Cottonwood County","05000US27033",34.7
2016,"Archuleta County","05000US08007",34.7
2016,"Andrew County","05000US29003",34.7
2017,"Tate County","05000US28137",34.7
2016,"Campbell County","05000US21037",34.7
2016,"St. James Parish","05000US22093",34.7
2017,"Steuben County","05000US18151",34.7
2015,"Wagoner County","05000US40145",34.7
2016,"Jefferson County","05000US31095",34.7
2016,"Cattaraugus County","05000US36009",34.7
2017,"Shelby County","05000US17173",34.7
2015,"Shasta County, CA","05000US06089",34.7
2017,"Hughes County","05000US46065",34.7
2015,"Berks County, PA","05000US42011",34.6
2016,"Androscoggin County, ME","05000US23001",34.6
2017,"Fulton County, GA","05000US13121",34.6
2017,"Sangamon County, IL","05000US17167",34.6
2015,"Clermont County, OH","05000US39025",34.6
2015,"Cattaraugus County","05000US36009",34.6
2016,"Randall County, TX","05000US48381",34.6
2016,"Lyon County","05000US20111",34.6
2015,"Montgomery County","05000US19137",34.6
2015,"Orange County, FL","05000US12095",34.6
2015,"Lancaster County","05000US51103",34.6
2016,"Volusia County, FL","05000US12127",34.6
2016,"Jefferson County","05000US39081",34.6
2015,"Los Angeles County, CA","05000US06037",34.6
2015,"Livingston County","05000US17105",34.6
2017,"Ohio County","05000US54069",34.6
2016,"Champaign County","05000US39021",34.6
2017,"Long County","05000US13183",34.5
2016,"Pulaski County","05000US18131",34.5
2015,"Kiowa County","05000US08061",34.5
2015,"Sacramento County, CA","05000US06067",34.5
2017,"Ascension Parish, LA","05000US22005",34.5
2016,"Emery County","05000US49015",34.5
2015,"Monroe County","05000US55081",34.5
2017,"Saline County, AR","05000US05125",34.5
2017,"Kiowa County","05000US08061",34.5
2016,"Flathead County","05000US30029",34.5
2017,"Nacogdoches County","05000US48347",34.5
2016,"Morgan County","05000US17137",34.5
2015,"Fulton County","05000US42057",34.5
2015,"Tama County","05000US19171",34.5
2015,"Essex County, NJ","05000US34013",34.5
2017,"Mahoning County, OH","05000US39099",34.5
2016,"Saline County, AR","05000US05125",34.5
2016,"Ford County","05000US17053",34.5
2016,"Hardin County","05000US17069",34.5
2016,"Rockdale County","05000US13247",34.5
2016,"Morgan County","05000US13211",34.4
2017,"DeSoto County, MS","05000US28033",34.4
2015,"Jefferson County","05000US42065",34.4
2015,"Leavenworth County","05000US20103",34.4
2017,"Lincoln County","05000US37109",34.4
2017,"Jones County","05000US37103",34.4
2016,"Camden County, NJ","05000US34007",34.4
2015,"Lee County","05000US13177",34.4
2015,"Rogers County","05000US40131",34.4
2017,"Venango County","05000US42121",34.4
2017,"McKean County","05000US42083",34.4
2016,"St. Charles Parish","05000US22089",34.4
2016,"Kent County, MI","05000US26081",34.4
2017,"Defiance County","05000US39039",34.4
2017,"Ripley County","05000US18137",34.4
2017,"Lincoln County","05000US29113",34.4
2015,"Auglaize County","05000US39011",34.4
2015,"Chariton County","05000US29041",34.4
2016,"Morrow County","05000US39117",34.4
2017,"Miami County, OH","05000US39109",34.4
2015,"Bonner County","05000US16017",34.4
2016,"Covington city","05000US51580",34.3
2015,"Jackson County","05000US55053",34.3
2015,"Kenosha County, WI","05000US55059",34.3
2017,"Alamance County, NC","05000US37001",34.3
2017,"Pickaway County","05000US39129",34.3
2016,"Washington County","05000US21229",34.3
2016,"DeKalb County","05000US29063",34.3
2017,"Logan County","05000US08075",34.3
2016,"Phillips County","05000US30071",34.3
2016,"Minnehaha County, SD","05000US46099",34.3
2017,"Phelps County","05000US29161",34.3
2016,"Camden County","05000US29029",34.3
2015,"Cheyenne County","05000US31033",34.3
2016,"Riverside County, CA","05000US06065",34.2
2016,"Faulkner County, AR","05000US05045",34.2
2017,"Jefferson County","05000US42065",34.2
2016,"Lancaster County","05000US51103",34.2
2015,"Adams County","05000US31001",34.2
2015,"Suffolk city","05000US51800",34.2
2015,"Tillamook County","05000US41057",34.2
2017,"Maui County, HI","05000US15009",34.2
2015,"Prince George's County, MD","05000US24033",34.2
2016,"Pike County","05000US13231",34.2
2017,"Lincoln County","05000US13181",34.2
2015,"Carroll County","05000US29033",34.2
2017,"Newton County","05000US18111",34.2
2015,"El Paso County, CO","05000US08041",34.2
2017,"Pacific County","05000US53049",34.2
2016,"Somerset County","05000US23025",34.1
2016,"Benton County","05000US18007",34.1
2015,"Cameron County","05000US42023",34.1
2015,"Idaho County","05000US16049",34.1
2017,"Durham County, NC","05000US37063",34.1
2016,"Cheyenne County","05000US31033",34.1
2016,"Tuscarawas County","05000US39157",34.1
2016,"Auglaize County","05000US39011",34.1
2015,"Jackson County","05000US20085",34.1
2016,"Becker County","05000US27005",34.1
2016,"Rio Blanco County","05000US08103",34.1
2016,"Hancock County","05000US17067",34.1
2015,"Rooks County","05000US20163",34.1
2016,"Tipton County","05000US18159",34.1
2017,"Moore County","05000US37125",34.1
2015,"Butler County, OH","05000US39017",34.1
2015,"Hudson County, NJ","05000US34017",34.1
2015,"Hancock County","05000US54029",34.1
2015,"Northumberland County","05000US42097",34.1
2016,"Collier County, FL","05000US12021",34.1
2016,"Franklin County, PA","05000US42055",34.1
2015,"Atchison County","05000US20005",34.1
2016,"Livingston County","05000US17105",34.1
2016,"Mecklenburg County, NC","05000US37119",34.1
2015,"Atlantic County, NJ","05000US34001",34.0
2015,"Lassen County","05000US06035",34.0
2016,"Bland County","05000US51021",34.0
2017,"Fayette County","05000US48149",34.0
2017,"Gentry County","05000US29075",34.0
2016,"Culpeper County","05000US51047",34.0
2016,"Boundary County","05000US16021",34.0
2016,"Jeff Davis County","05000US48243",34.0
2017,"Montgomery County","05000US17135",34.0
2015,"Coconino County, AZ","05000US04005",34.0
2016,"Jackson County, OR","05000US41029",34.0
2017,"Salem County","05000US34033",34.0
2016,"Buncombe County, NC","05000US37021",34.0
2015,"Harrison County","05000US18061",34.0
2017,"Rock County, WI","05000US55105",34.0
2015,"Ramsey County, MN","05000US27123",33.9
2015,"Clay County","05000US48077",33.9
2016,"Johnson County","05000US17087",33.9
2016,"Carson County","05000US48065",33.9
2015,"Johnson County, IN","05000US18081",33.9
2016,"Lamar County","05000US13171",33.9
2015,"Broadwater County","05000US30007",33.9
2015,"Otoe County","05000US31131",33.9
2017,"Codington County","05000US46029",33.9
2016,"Harrison County","05000US18061",33.9
2015,"Cole County","05000US29051",33.9
2017,"Mason County","05000US26105",33.9
2015,"Baraga County","05000US26013",33.9
2015,"Jefferson County","05000US16051",33.9
2015,"Dade County","05000US13083",33.9
2016,"Cooper County","05000US29053",33.9
2015,"Henry County","05000US17073",33.9
2016,"Rogers County","05000US40131",33.9
2015,"Antrim County","05000US26009",33.9
2016,"Lincoln County","05000US31111",33.9
2015,"Dearborn County","05000US18029",33.9
2015,"Van Wert County","05000US39161",33.9
2017,"Noble County","05000US39121",33.9
2015,"Morgan County","05000US54065",33.9
2017,"Crawford County","05000US13079",33.9
2015,"Tipton County","05000US18159",33.9
2015,"Jasper County","05000US18073",33.9
2015,"Knox County, TN","05000US47093",33.8
2015,"Lorain County, OH","05000US39093",33.8
2015,"Waller County","05000US48473",33.8
2017,"Camden County","05000US29029",33.8
2015,"Lenawee County, MI","05000US26091",33.8
2015,"Clay County","05000US37043",33.8
2017,"Douglas County, NE","05000US31055",33.8
2015,"Santa Barbara County, CA","05000US06083",33.8
2016,"Ionia County","05000US26067",33.8
2017,"Jefferson County","05000US31095",33.8
2016,"Robertson County","05000US21201",33.8
2015,"Dawson County","05000US30021",33.8
2015,"Washington County","05000US39167",33.8
2015,"Wabash County","05000US18169",33.8
2016,"Josephine County","05000US41033",33.8
2017,"Amelia County","05000US51007",33.8
2016,"Lewis and Clark County","05000US30049",33.8
2015,"Orange County","05000US51137",33.7
2016,"Salt Lake County, UT","05000US49035",33.7
2015,"Wilson County, TN","05000US47189",33.7
2015,"White County","05000US13311",33.7
2017,"Jewell County","05000US20089",33.7
2017,"Tuscarawas County","05000US39157",33.7
2015,"Robertson County","05000US21201",33.7
2016,"Louisa County","05000US51109",33.7
2016,"Leavenworth County","05000US20103",33.7
2017,"Iredell County, NC","05000US37097",33.7
2017,"Iosco County","05000US26069",33.7
2017,"Peach County","05000US13225",33.7
2016,"Shasta County, CA","05000US06089",33.7
2016,"Bradford County","05000US42015",33.7
2017,"St. Joseph County, IN","05000US18141",33.7
2015,"Trinity County","05000US06105",33.7
2017,"Todd County","05000US21219",33.7
2017,"DeKalb County","05000US29063",33.7
2015,"Clay County","05000US19041",33.6
2016,"Washington County","05000US39167",33.6
2017,"Costilla County","05000US08023",33.6
2017,"Adair County","05000US21001",33.6
2015,"Iroquois County","05000US17075",33.6
2017,"Adams County","05000US17001",33.6
2015,"Blanco County","05000US48031",33.6
2017,"Limestone County","05000US01083",33.6
2017,"Haakon County","05000US46055",33.6
2016,"Effingham County","05000US17049",33.6
2017,"Linn County, OR","05000US41043",33.6
2015,"Hot Springs County","05000US56017",33.6
2017,"Schuyler County","05000US29197",33.6
2017,"Gem County","05000US16045",33.6
2017,"Webster County","05000US19187",33.6
2015,"Sumter County","05000US01119",33.6
2017,"Pender County","05000US37141",33.6
2016,"Pasquotank County","05000US37139",33.6
2015,"Fayette County, KY","05000US21067",33.6
2015,"Nelson County","05000US51125",33.6
2016,"Sutter County","05000US06101",33.5
2017,"Morgan County","05000US17137",33.5
2015,"Lebanon County, PA","05000US42075",33.5
2016,"Jewell County","05000US20089",33.5
2016,"Tillamook County","05000US41057",33.5
2015,"Stark County, OH","05000US39151",33.5
2016,"Madison County","05000US39097",33.5
2015,"Boundary County","05000US16021",33.5
2017,"Andrew County","05000US29003",33.5
2016,"Lee County","05000US17103",33.5
2015,"Currituck County","05000US37053",33.5
2016,"Powell County","05000US30077",33.5
2017,"Indian River County, FL","05000US12061",33.5
2015,"Floyd County","05000US19067",33.5
2015,"Erie County, PA","05000US42049",33.5
2016,"Hampton city, VA","05000US51650",33.5
2016,"Wagoner County","05000US40145",33.5
2015,"Licking County, OH","05000US39089",33.4
2016,"Oscoda County","05000US26135",33.4
2017,"Louisa County","05000US19115",33.4
2016,"Lehigh County, PA","05000US42077",33.4
2015,"Lycoming County, PA","05000US42081",33.4
2015,"McKenzie County","05000US38053",33.4
2015,"Davie County","05000US37059",33.4
2015,"Canadian County, OK","05000US40017",33.4
2016,"Teton County","05000US16081",33.4
2017,"Fairbanks North Star Borough, AK","05000US02090",33.4
2017,"York County, SC","05000US45091",33.4
2017,"Hampden County, MA","05000US25013",33.4
2016,"Cheatham County","05000US47021",33.4
2017,"Trinity County","05000US06105",33.4
2016,"Carteret County","05000US37031",33.3
2015,"Garden County","05000US31069",33.3
2016,"Clearwater County","05000US27029",33.3
2016,"Morgan County","05000US54065",33.3
2015,"Meade County","05000US46093",33.3
2015,"Plaquemines Parish","05000US22075",33.3
2017,"Trumbull County, OH","05000US39155",33.3
2016,"Seneca County","05000US39147",33.3
2015,"Bullitt County","05000US21029",33.3
2016,"Northumberland County","05000US42097",33.3
2017,"Erie County","05000US39043",33.3
2017,"Washington County","05000US21229",33.3
2015,"Deer Lodge County","05000US30023",33.3
2015,"Bay County, MI","05000US26017",33.3
2015,"Seneca County","05000US39147",33.2
2017,"Lucas County","05000US19117",33.2
2015,"Mercer County","05000US17131",33.2
2017,"Cattaraugus County","05000US36009",33.2
2017,"LaSalle County, IL","05000US17099",33.2
2017,"Cabarrus County, NC","05000US37025",33.2
2017,"Johnson County","05000US17087",33.2
2016,"Osage County","05000US20139",33.2
2017,"Faulkner County, AR","05000US05045",33.2
2016,"Washington County","05000US23029",33.2
2016,"Sandoval County, NM","05000US35043",33.2
2016,"Monroe County","05000US55081",33.2
2017,"Clay County","05000US19041",33.2
2015,"Pulaski County","05000US29169",33.2
2016,"Rutherford County, TN","05000US47149",33.2
2017,"Dawson County","05000US30021",33.2
2016,"Stark County, OH","05000US39151",33.2
2015,"Charlotte County, FL","05000US12015",33.2
2016,"Pinellas County, FL","05000US12103",33.2
2017,"Box Elder County","05000US49003",33.2
2017,"Bradford County","05000US42015",33.1
2016,"Dickinson County","05000US20041",33.1
2017,"Darke County","05000US39037",33.1
2015,"Greene County","05000US42059",33.1
2016,"Kiowa County","05000US08061",33.1
2016,"Wabash County","05000US18169",33.1
2017,"Randall County, TX","05000US48381",33.1
2017,"Carson County","05000US48065",33.1
2015,"Washington County, TN","05000US47179",33.1
2016,"Adams County","05000US31001",33.1
2016,"Gentry County","05000US29075",33.1
2016,"York County","05000US31185",33.1
2017,"Granville County","05000US37077",33.1
2015,"Frederick County","05000US51069",33.0
2017,"Scott County","05000US21209",33.0
2015,"Klickitat County","05000US53039",33.0
2017,"Jefferson County","05000US39081",33.0
2016,"Cameron County","05000US42023",33.0
2017,"Tillamook County","05000US41057",33.0
2016,"Orleans County","05000US50019",33.0
2015,"Steele County","05000US27147",33.0
2015,"Mahaska County","05000US19123",33.0
2016,"Monroe County","05000US39111",33.0
2015,"Bristol city","05000US51520",33.0
2017,"Wadena County","05000US27159",33.0
2017,"St. Lucie County, FL","05000US12111",33.0
2016,"Lee County","05000US13177",33.0
2016,"Iosco County","05000US26069",33.0
2016,"Kenosha County, WI","05000US55059",33.0
2015,"O'Brien County","05000US19141",33.0
2016,"Greene County, MO","05000US29077",33.0
2017,"Lyon County","05000US20111",33.0
2017,"Foard County","05000US48155",33.0
2016,"Madison County","05000US28089",33.0
2016,"Lake County","05000US27075",33.0
2017,"Republic County","05000US20157",33.0
